Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Parco S. Chiara",PM10,2021-01-13,1,50,µg/mc
"Parco S. Chiara",PM10,2021-01-13,2,49,µg/mc
"Parco S. Chiara",PM10,2021-01-13,3,48,µg/mc
"Parco S. Chiara",PM10,2021-01-13,4,44,µg/mc
"Parco S. Chiara",PM10,2021-01-13,5,39,µg/mc
"Parco S. Chiara",PM10,2021-01-13,6,35,µg/mc
"Parco S. Chiara",PM10,2021-01-13,7,32,µg/mc
"Parco S. Chiara",PM10,2021-01-13,8,34,µg/mc
"Parco S. Chiara",PM10,2021-01-13,9,34,µg/mc
"Parco S. Chiara",PM10,2021-01-13,10,34,µg/mc
"Parco S. Chiara",PM10,2021-01-13,11,40,µg/mc
"Parco S. Chiara",PM10,2021-01-13,12,38,µg/mc
"Parco S. Chiara",PM10,2021-01-13,13,30,µg/mc
"Parco S. Chiara",PM10,2021-01-13,14,28,µg/mc
"Parco S. Chiara",PM10,2021-01-13,15,30,µg/mc
"Parco S. Chiara",PM10,2021-01-13,16,37,µg/mc
"Parco S. Chiara",PM10,2021-01-13,17,47,µg/mc
"Parco S. Chiara",PM10,2021-01-13,18,45,µg/mc
"Parco S. Chiara",PM10,2021-01-13,19,44,µg/mc
"Parco S. Chiara",PM10,2021-01-13,20,51,µg/mc
"Parco S. Chiara",PM10,2021-01-13,21,49,µg/mc
"Parco S. Chiara",PM10,2021-01-13,22,47,µg/mc
"Parco S. Chiara",PM10,2021-01-13,23,44,µg/mc
"Parco S. Chiara",PM10,2021-01-13,24,41,µg/mc
"Parco S. Chiara",PM10,2021-01-14,1,42,µg/mc
"Parco S. Chiara",PM10,2021-01-14,2,40,µg/mc
"Parco S. Chiara",PM10,2021-01-14,3,42,µg/mc
"Parco S. Chiara",PM10,2021-01-14,4,38,µg/mc
"Parco S. Chiara",PM10,2021-01-14,5,33,µg/mc
"Parco S. Chiara",PM10,2021-01-14,6,24,µg/mc
"Parco S. Chiara",PM10,2021-01-14,7,30,µg/mc
"Parco S. Chiara",PM10,2021-01-14,8,28,µg/mc
"Parco S. Chiara",PM10,2021-01-14,9,27,µg/mc
"Parco S. Chiara",PM10,2021-01-14,10,31,µg/mc
"Parco S. Chiara",PM10,2021-01-14,11,43,µg/mc
"Parco S. Chiara",PM10,2021-01-14,12,26,µg/mc
"Parco S. Chiara",PM10,2021-01-14,13,20,µg/mc
"Parco S. Chiara",PM10,2021-01-14,14,12,µg/mc
"Parco S. Chiara",PM10,2021-01-14,15,8,µg/mc
"Parco S. Chiara",PM10,2021-01-14,16,7,µg/mc
"Parco S. Chiara",PM10,2021-01-14,17,5,µg/mc
"Parco S. Chiara",PM10,2021-01-14,18,3,µg/mc
"Parco S. Chiara",PM10,2021-01-14,19,9,µg/mc
"Parco S. Chiara",PM10,2021-01-14,20,10,µg/mc
"Parco S. Chiara",PM10,2021-01-14,21,15,µg/mc
"Parco S. Chiara",PM10,2021-01-14,22,18,µg/mc
"Parco S. Chiara",PM10,2021-01-14,23,16,µg/mc
"Parco S. Chiara",PM10,2021-01-14,24,16,µg/mc
"Parco S. Chiara",PM10,2021-01-15,1,19,µg/mc
"Parco S. Chiara",PM10,2021-01-15,2,18,µg/mc
"Parco S. Chiara",PM10,2021-01-15,3,19,µg/mc
"Parco S. Chiara",PM10,2021-01-15,4,21,µg/mc
"Parco S. Chiara",PM10,2021-01-15,5,22,µg/mc
"Parco S. Chiara",PM10,2021-01-15,6,19,µg/mc
"Parco S. Chiara",PM10,2021-01-15,7,19,µg/mc
"Parco S. Chiara",PM10,2021-01-15,8,18,µg/mc
"Parco S. Chiara",PM10,2021-01-15,9,15,µg/mc
"Parco S. Chiara",PM10,2021-01-15,10,13,µg/mc
"Parco S. Chiara",PM10,2021-01-15,11,14,µg/mc
"Parco S. Chiara",PM10,2021-01-15,12,15,µg/mc
"Parco S. Chiara",PM10,2021-01-15,13,13,µg/mc
"Parco S. Chiara",PM10,2021-01-15,14,10,µg/mc
"Parco S. Chiara",PM10,2021-01-15,15,13,µg/mc
"Parco S. Chiara",PM10,2021-01-15,16,23,µg/mc
"Parco S. Chiara",PM10,2021-01-15,17,28,µg/mc
"Parco S. Chiara",PM10,2021-01-15,18,64,µg/mc
"Parco S. Chiara",PM10,2021-01-15,19,41,µg/mc
"Parco S. Chiara",PM10,2021-01-15,20,45,µg/mc
"Parco S. Chiara",PM10,2021-01-15,21,40,µg/mc
"Parco S. Chiara",PM10,2021-01-15,22,40,µg/mc
"Parco S. Chiara",PM10,2021-01-15,23,34,µg/mc
"Parco S. Chiara",PM10,2021-01-15,24,30,µg/mc
"Parco S. Chiara",PM10,2021-01-16,1,32,µg/mc
"Parco S. Chiara",PM10,2021-01-16,2,32,µg/mc
"Parco S. Chiara",PM10,2021-01-16,3,25,µg/mc
"Parco S. Chiara",PM10,2021-01-16,4,21,µg/mc
"Parco S. Chiara",PM10,2021-01-16,5,24,µg/mc
"Parco S. Chiara",PM10,2021-01-16,6,20,µg/mc
"Parco S. Chiara",PM10,2021-01-16,7,22,µg/mc
"Parco S. Chiara",PM10,2021-01-16,8,18,µg/mc
"Parco S. Chiara",PM10,2021-01-16,9,18,µg/mc
"Parco S. Chiara",PM10,2021-01-16,10,19,µg/mc
