Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Parco S. Chiara",PM10,2014-04-20,1,19,µg/mc
"Parco S. Chiara",PM10,2014-04-20,2,19,µg/mc
"Parco S. Chiara",PM10,2014-04-20,3,19,µg/mc
"Parco S. Chiara",PM10,2014-04-20,4,19,µg/mc
"Parco S. Chiara",PM10,2014-04-20,5,18,µg/mc
"Parco S. Chiara",PM10,2014-04-20,6,17,µg/mc
"Parco S. Chiara",PM10,2014-04-20,7,15,µg/mc
"Parco S. Chiara",PM10,2014-04-20,8,13,µg/mc
"Parco S. Chiara",PM10,2014-04-20,9,12,µg/mc
"Parco S. Chiara",PM10,2014-04-20,10,12,µg/mc
"Parco S. Chiara",PM10,2014-04-20,11,9,µg/mc
"Parco S. Chiara",PM10,2014-04-20,12,7,µg/mc
"Parco S. Chiara",PM10,2014-04-20,13,6,µg/mc
"Parco S. Chiara",PM10,2014-04-20,14,7,µg/mc
"Parco S. Chiara",PM10,2014-04-20,15,7,µg/mc
"Parco S. Chiara",PM10,2014-04-20,16,4,µg/mc
"Parco S. Chiara",PM10,2014-04-20,17,6,µg/mc
"Parco S. Chiara",PM10,2014-04-20,18,8,µg/mc
"Parco S. Chiara",PM10,2014-04-20,19,7,µg/mc
"Parco S. Chiara",PM10,2014-04-20,20,6,µg/mc
"Parco S. Chiara",PM10,2014-04-20,21,6,µg/mc
"Parco S. Chiara",PM10,2014-04-20,22,7,µg/mc
"Parco S. Chiara",PM10,2014-04-20,23,9,µg/mc
"Parco S. Chiara",PM10,2014-04-20,24,7,µg/mc
"Parco S. Chiara",PM10,2014-04-21,1,9,µg/mc
"Parco S. Chiara",PM10,2014-04-21,2,8,µg/mc
"Parco S. Chiara",PM10,2014-04-21,3,11,µg/mc
"Parco S. Chiara",PM10,2014-04-21,4,18,µg/mc
"Parco S. Chiara",PM10,2014-04-21,5,21,µg/mc
"Parco S. Chiara",PM10,2014-04-21,6,23,µg/mc
"Parco S. Chiara",PM10,2014-04-21,7,24,µg/mc
"Parco S. Chiara",PM10,2014-04-21,8,23,µg/mc
"Parco S. Chiara",PM10,2014-04-21,9,23,µg/mc
"Parco S. Chiara",PM10,2014-04-21,10,20,µg/mc
"Parco S. Chiara",PM10,2014-04-21,11,19,µg/mc
"Parco S. Chiara",PM10,2014-04-21,12,17,µg/mc
"Parco S. Chiara",PM10,2014-04-21,13,16,µg/mc
"Parco S. Chiara",PM10,2014-04-21,14,15,µg/mc
"Parco S. Chiara",PM10,2014-04-21,15,17,µg/mc
