Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Parco S. Chiara",PM10,2012-01-01,1,71,µg/mc
"Parco S. Chiara",PM10,2012-01-01,2,72,µg/mc
"Parco S. Chiara",PM10,2012-01-01,3,49,µg/mc
"Parco S. Chiara",PM10,2012-01-01,4,55,µg/mc
"Parco S. Chiara",PM10,2012-01-01,5,47,µg/mc
"Parco S. Chiara",PM10,2012-01-01,6,41,µg/mc
"Parco S. Chiara",PM10,2012-01-01,7,36,µg/mc
"Parco S. Chiara",PM10,2012-01-01,8,34,µg/mc
"Parco S. Chiara",PM10,2012-01-01,9,31,µg/mc
"Parco S. Chiara",PM10,2012-01-01,10,31,µg/mc
"Parco S. Chiara",PM10,2012-01-01,11,36,µg/mc
"Parco S. Chiara",PM10,2012-01-01,12,30,µg/mc
"Parco S. Chiara",PM10,2012-01-01,13,25,µg/mc
"Parco S. Chiara",PM10,2012-01-01,14,21,µg/mc
"Parco S. Chiara",PM10,2012-01-01,15,24,µg/mc
"Parco S. Chiara",PM10,2012-01-01,16,24,µg/mc
"Parco S. Chiara",PM10,2012-01-01,17,30,µg/mc
"Parco S. Chiara",PM10,2012-01-01,18,38,µg/mc
"Parco S. Chiara",PM10,2012-01-01,19,47,µg/mc
"Parco S. Chiara",PM10,2012-01-01,20,46,µg/mc
"Parco S. Chiara",PM10,2012-01-01,21,36,µg/mc
"Parco S. Chiara",PM10,2012-01-01,22,38,µg/mc
"Parco S. Chiara",PM10,2012-01-01,23,41,µg/mc
"Parco S. Chiara",PM10,2012-01-01,24,42,µg/mc
"Parco S. Chiara",PM10,2012-01-02,1,41,µg/mc
"Parco S. Chiara",PM10,2012-01-02,2,37,µg/mc
"Parco S. Chiara",PM10,2012-01-02,3,36,µg/mc
"Parco S. Chiara",PM10,2012-01-02,4,32,µg/mc
"Parco S. Chiara",PM10,2012-01-02,5,35,µg/mc
"Parco S. Chiara",PM10,2012-01-02,6,35,µg/mc
"Parco S. Chiara",PM10,2012-01-02,7,35,µg/mc
"Parco S. Chiara",PM10,2012-01-02,8,35,µg/mc
"Parco S. Chiara",PM10,2012-01-02,9,36,µg/mc
"Parco S. Chiara",PM10,2012-01-02,10,41,µg/mc
"Parco S. Chiara",PM10,2012-01-02,11,38,µg/mc
"Parco S. Chiara",PM10,2012-01-02,12,37,µg/mc
"Parco S. Chiara",PM10,2012-01-02,13,36,µg/mc
"Parco S. Chiara",PM10,2012-01-02,14,36,µg/mc
"Parco S. Chiara",PM10,2012-01-02,15,36,µg/mc
"Parco S. Chiara",PM10,2012-01-02,16,39,µg/mc
"Parco S. Chiara",PM10,2012-01-02,17,41,µg/mc
"Parco S. Chiara",PM10,2012-01-02,18,46,µg/mc
"Parco S. Chiara",PM10,2012-01-02,19,49,µg/mc
"Parco S. Chiara",PM10,2012-01-02,20,48,µg/mc
"Parco S. Chiara",PM10,2012-01-02,21,44,µg/mc
"Parco S. Chiara",PM10,2012-01-02,22,33,µg/mc
"Parco S. Chiara",PM10,2012-01-02,23,25,µg/mc
"Parco S. Chiara",PM10,2012-01-02,24,17,µg/mc
"Parco S. Chiara",PM10,2012-01-03,1,12,µg/mc
"Parco S. Chiara",PM10,2012-01-03,2,11,µg/mc
"Parco S. Chiara",PM10,2012-01-03,3,11,µg/mc
"Parco S. Chiara",PM10,2012-01-03,4,10,µg/mc
"Parco S. Chiara",PM10,2012-01-03,5,11,µg/mc
"Parco S. Chiara",PM10,2012-01-03,6,13,µg/mc
"Parco S. Chiara",PM10,2012-01-03,7,14,µg/mc
"Parco S. Chiara",PM10,2012-01-03,8,14,µg/mc
"Parco S. Chiara",PM10,2012-01-03,9,15,µg/mc
"Parco S. Chiara",PM10,2012-01-03,10,21,µg/mc
"Parco S. Chiara",PM10,2012-01-03,11,20,µg/mc
"Parco S. Chiara",PM10,2012-01-03,12,16,µg/mc
"Parco S. Chiara",PM10,2012-01-03,13,14,µg/mc
"Parco S. Chiara",PM10,2012-01-03,14,8,µg/mc
"Parco S. Chiara",PM10,2012-01-03,15,7,µg/mc
"Parco S. Chiara",PM10,2012-01-03,16,8,µg/mc
"Parco S. Chiara",PM10,2012-01-03,17,20,µg/mc
"Parco S. Chiara",PM10,2012-01-03,18,27,µg/mc
"Parco S. Chiara",PM10,2012-01-03,19,29,µg/mc
"Parco S. Chiara",PM10,2012-01-03,20,30,µg/mc
"Parco S. Chiara",PM10,2012-01-03,21,34,µg/mc
"Parco S. Chiara",PM10,2012-01-03,22,33,µg/mc
"Parco S. Chiara",PM10,2012-01-03,23,34,µg/mc
"Parco S. Chiara",PM10,2012-01-03,24,30,µg/mc
"Parco S. Chiara",PM10,2012-01-04,1,32,µg/mc
"Parco S. Chiara",PM10,2012-01-04,2,28,µg/mc
"Parco S. Chiara",PM10,2012-01-04,3,24,µg/mc
"Parco S. Chiara",PM10,2012-01-04,4,22,µg/mc
"Parco S. Chiara",PM10,2012-01-04,5,20,µg/mc
"Parco S. Chiara",PM10,2012-01-04,6,18,µg/mc
"Parco S. Chiara",PM10,2012-01-04,7,18,µg/mc
"Parco S. Chiara",PM10,2012-01-04,8,18,µg/mc
"Parco S. Chiara",PM10,2012-01-04,9,21,µg/mc
"Parco S. Chiara",PM10,2012-01-04,10,20,µg/mc
"Parco S. Chiara",PM10,2012-01-04,11,21,µg/mc
"Parco S. Chiara",PM10,2012-01-04,12,20,µg/mc
"Parco S. Chiara",PM10,2012-01-04,13,17,µg/mc
"Parco S. Chiara",PM10,2012-01-04,14,16,µg/mc
"Parco S. Chiara",PM10,2012-01-04,15,15,µg/mc
"Parco S. Chiara",PM10,2012-01-04,16,15,µg/mc
"Parco S. Chiara",PM10,2012-01-04,17,19,µg/mc
"Parco S. Chiara",PM10,2012-01-04,18,24,µg/mc
"Parco S. Chiara",PM10,2012-01-04,19,26,µg/mc
"Parco S. Chiara",PM10,2012-01-04,20,29,µg/mc
"Parco S. Chiara",PM10,2012-01-04,21,31,µg/mc
"Parco S. Chiara",PM10,2012-01-04,22,35,µg/mc
"Parco S. Chiara",PM10,2012-01-04,23,31,µg/mc
"Parco S. Chiara",PM10,2012-01-04,24,25,µg/mc
"Parco S. Chiara",PM10,2012-01-05,1,30,µg/mc
