Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Parco S. Chiara",PM10,2021-09-10,1,23,µg/mc
"Parco S. Chiara",PM10,2021-09-10,2,21,µg/mc
"Parco S. Chiara",PM10,2021-09-10,3,21,µg/mc
"Parco S. Chiara",PM10,2021-09-10,4,21,µg/mc
"Parco S. Chiara",PM10,2021-09-10,5,21,µg/mc
"Parco S. Chiara",PM10,2021-09-10,6,23,µg/mc
"Parco S. Chiara",PM10,2021-09-10,7,24,µg/mc
"Parco S. Chiara",PM10,2021-09-10,8,25,µg/mc
"Parco S. Chiara",PM10,2021-09-10,9,24,µg/mc
"Parco S. Chiara",PM10,2021-09-10,10,22,µg/mc
"Parco S. Chiara",PM10,2021-09-10,11,19,µg/mc
"Parco S. Chiara",PM10,2021-09-10,12,18,µg/mc
"Parco S. Chiara",PM10,2021-09-10,13,19,µg/mc
"Parco S. Chiara",PM10,2021-09-10,14,20,µg/mc
"Parco S. Chiara",PM10,2021-09-10,15,21,µg/mc
"Parco S. Chiara",PM10,2021-09-10,16,22,µg/mc
"Parco S. Chiara",PM10,2021-09-10,17,25,µg/mc
"Parco S. Chiara",PM10,2021-09-10,18,26,µg/mc
"Parco S. Chiara",PM10,2021-09-10,19,31,µg/mc
"Parco S. Chiara",PM10,2021-09-10,20,33,µg/mc
"Parco S. Chiara",PM10,2021-09-10,21,33,µg/mc
"Parco S. Chiara",PM10,2021-09-10,22,32,µg/mc
"Parco S. Chiara",PM10,2021-09-10,23,31,µg/mc
"Parco S. Chiara",PM10,2021-09-10,24,31,µg/mc
"Parco S. Chiara",PM10,2021-09-11,1,29,µg/mc
"Parco S. Chiara",PM10,2021-09-11,2,29,µg/mc
"Parco S. Chiara",PM10,2021-09-11,3,32,µg/mc
"Parco S. Chiara",PM10,2021-09-11,4,29,µg/mc
"Parco S. Chiara",PM10,2021-09-11,5,29,µg/mc
"Parco S. Chiara",PM10,2021-09-11,6,29,µg/mc
"Parco S. Chiara",PM10,2021-09-11,7,29,µg/mc
"Parco S. Chiara",PM10,2021-09-11,8,25,µg/mc
"Parco S. Chiara",PM10,2021-09-11,9,26,µg/mc
"Parco S. Chiara",PM10,2021-09-11,10,24,µg/mc
"Parco S. Chiara",PM10,2021-09-11,11,22,µg/mc
"Parco S. Chiara",PM10,2021-09-11,12,20,µg/mc
"Parco S. Chiara",PM10,2021-09-11,13,19,µg/mc
"Parco S. Chiara",PM10,2021-09-11,14,20,µg/mc
"Parco S. Chiara",PM10,2021-09-11,15,20,µg/mc
"Parco S. Chiara",PM10,2021-09-11,16,20,µg/mc
"Parco S. Chiara",PM10,2021-09-11,17,27,µg/mc
"Parco S. Chiara",PM10,2021-09-11,18,32,µg/mc
"Parco S. Chiara",PM10,2021-09-11,19,32,µg/mc
"Parco S. Chiara",PM10,2021-09-11,20,32,µg/mc
"Parco S. Chiara",PM10,2021-09-11,21,32,µg/mc
"Parco S. Chiara",PM10,2021-09-11,22,30,µg/mc
"Parco S. Chiara",PM10,2021-09-11,23,29,µg/mc
"Parco S. Chiara",PM10,2021-09-11,24,28,µg/mc
"Parco S. Chiara",PM10,2021-09-12,1,26,µg/mc
"Parco S. Chiara",PM10,2021-09-12,2,24,µg/mc
"Parco S. Chiara",PM10,2021-09-12,3,24,µg/mc
"Parco S. Chiara",PM10,2021-09-12,4,23,µg/mc
"Parco S. Chiara",PM10,2021-09-12,5,21,µg/mc
"Parco S. Chiara",PM10,2021-09-12,6,20,µg/mc
"Parco S. Chiara",PM10,2021-09-12,7,22,µg/mc
"Parco S. Chiara",PM10,2021-09-12,8,20,µg/mc
"Parco S. Chiara",PM10,2021-09-12,9,17,µg/mc
"Parco S. Chiara",PM10,2021-09-12,10,15,µg/mc
"Parco S. Chiara",PM10,2021-09-12,11,13,µg/mc
"Parco S. Chiara",PM10,2021-09-12,12,12,µg/mc
"Parco S. Chiara",PM10,2021-09-12,13,11,µg/mc
"Parco S. Chiara",PM10,2021-09-12,14,12,µg/mc
"Parco S. Chiara",PM10,2021-09-12,15,14,µg/mc
"Parco S. Chiara",PM10,2021-09-12,16,25,µg/mc
"Parco S. Chiara",PM10,2021-09-12,17,21,µg/mc
"Parco S. Chiara",PM10,2021-09-12,18,22,µg/mc
"Parco S. Chiara",PM10,2021-09-12,19,26,µg/mc
"Parco S. Chiara",PM10,2021-09-12,20,25,µg/mc
"Parco S. Chiara",PM10,2021-09-12,21,27,µg/mc
