Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Parco S. Chiara",PM10,2017-10-01,1,29,µg/mc
"Parco S. Chiara",PM10,2017-10-01,2,31,µg/mc
"Parco S. Chiara",PM10,2017-10-01,3,32,µg/mc
"Parco S. Chiara",PM10,2017-10-01,4,32,µg/mc
"Parco S. Chiara",PM10,2017-10-01,5,31,µg/mc
"Parco S. Chiara",PM10,2017-10-01,6,32,µg/mc
"Parco S. Chiara",PM10,2017-10-01,7,36,µg/mc
"Parco S. Chiara",PM10,2017-10-01,8,38,µg/mc
"Parco S. Chiara",PM10,2017-10-01,9,38,µg/mc
"Parco S. Chiara",PM10,2017-10-01,10,41,µg/mc
"Parco S. Chiara",PM10,2017-10-01,11,38,µg/mc
"Parco S. Chiara",PM10,2017-10-01,12,26,µg/mc
"Parco S. Chiara",PM10,2017-10-01,13,24,µg/mc
"Parco S. Chiara",PM10,2017-10-01,14,25,µg/mc
"Parco S. Chiara",PM10,2017-10-01,15,30,µg/mc
"Parco S. Chiara",PM10,2017-10-01,16,30,µg/mc
"Parco S. Chiara",PM10,2017-10-01,17,31,µg/mc
"Parco S. Chiara",PM10,2017-10-01,18,28,µg/mc
"Parco S. Chiara",PM10,2017-10-01,19,24,µg/mc
"Parco S. Chiara",PM10,2017-10-01,20,27,µg/mc
"Parco S. Chiara",PM10,2017-10-01,21,29,µg/mc
"Parco S. Chiara",PM10,2017-10-01,22,33,µg/mc
"Parco S. Chiara",PM10,2017-10-01,23,28,µg/mc
"Parco S. Chiara",PM10,2017-10-01,24,31,µg/mc
"Parco S. Chiara",PM10,2017-10-02,1,35,µg/mc
"Parco S. Chiara",PM10,2017-10-02,2,36,µg/mc
"Parco S. Chiara",PM10,2017-10-02,3,39,µg/mc
"Parco S. Chiara",PM10,2017-10-02,4,35,µg/mc
"Parco S. Chiara",PM10,2017-10-02,5,35,µg/mc
"Parco S. Chiara",PM10,2017-10-02,6,32,µg/mc
"Parco S. Chiara",PM10,2017-10-02,7,33,µg/mc
"Parco S. Chiara",PM10,2017-10-02,8,32,µg/mc
"Parco S. Chiara",PM10,2017-10-02,9,26,µg/mc
"Parco S. Chiara",PM10,2017-10-02,10,24,µg/mc
"Parco S. Chiara",PM10,2017-10-02,11,21,µg/mc
"Parco S. Chiara",PM10,2017-10-02,12,13,µg/mc
"Parco S. Chiara",PM10,2017-10-02,13,7,µg/mc
"Parco S. Chiara",PM10,2017-10-02,14,7,µg/mc
"Parco S. Chiara",PM10,2017-10-02,15,9,µg/mc
"Parco S. Chiara",PM10,2017-10-02,16,10,µg/mc
"Parco S. Chiara",PM10,2017-10-02,17,14,µg/mc
