Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Parco S. Chiara",PM10,2020-07-17,1,26,µg/mc
"Parco S. Chiara",PM10,2020-07-17,2,22,µg/mc
"Parco S. Chiara",PM10,2020-07-17,3,19,µg/mc
"Parco S. Chiara",PM10,2020-07-17,4,20,µg/mc
"Parco S. Chiara",PM10,2020-07-17,5,23,µg/mc
"Parco S. Chiara",PM10,2020-07-17,6,24,µg/mc
"Parco S. Chiara",PM10,2020-07-17,7,17,µg/mc
"Parco S. Chiara",PM10,2020-07-17,8,13,µg/mc
"Parco S. Chiara",PM10,2020-07-17,9,11,µg/mc
"Parco S. Chiara",PM10,2020-07-17,10,10,µg/mc
"Parco S. Chiara",PM10,2020-07-17,11,8,µg/mc
"Parco S. Chiara",PM10,2020-07-17,12,5,µg/mc
"Parco S. Chiara",PM10,2020-07-17,13,4,µg/mc
"Parco S. Chiara",PM10,2020-07-17,14,4,µg/mc
"Parco S. Chiara",PM10,2020-07-17,15,8,µg/mc
"Parco S. Chiara",PM10,2020-07-17,16,11,µg/mc
"Parco S. Chiara",PM10,2020-07-17,17,16,µg/mc
"Parco S. Chiara",PM10,2020-07-17,18,16,µg/mc
"Parco S. Chiara",PM10,2020-07-17,19,15,µg/mc
"Parco S. Chiara",PM10,2020-07-17,20,15,µg/mc
"Parco S. Chiara",PM10,2020-07-17,21,14,µg/mc
"Parco S. Chiara",PM10,2020-07-17,22,12,µg/mc
"Parco S. Chiara",PM10,2020-07-17,23,11,µg/mc
"Parco S. Chiara",PM10,2020-07-17,24,11,µg/mc
"Parco S. Chiara",PM10,2020-07-18,1,11,µg/mc
"Parco S. Chiara",PM10,2020-07-18,2,12,µg/mc
"Parco S. Chiara",PM10,2020-07-18,3,12,µg/mc
"Parco S. Chiara",PM10,2020-07-18,4,12,µg/mc
"Parco S. Chiara",PM10,2020-07-18,5,10,µg/mc
"Parco S. Chiara",PM10,2020-07-18,6,11,µg/mc
"Parco S. Chiara",PM10,2020-07-18,7,11,µg/mc
"Parco S. Chiara",PM10,2020-07-18,8,9,µg/mc
"Parco S. Chiara",PM10,2020-07-18,9,8,µg/mc
"Parco S. Chiara",PM10,2020-07-18,10,7,µg/mc
"Parco S. Chiara",PM10,2020-07-18,11,7,µg/mc
"Parco S. Chiara",PM10,2020-07-18,12,8,µg/mc
"Parco S. Chiara",PM10,2020-07-18,13,7,µg/mc
"Parco S. Chiara",PM10,2020-07-18,14,7,µg/mc
"Parco S. Chiara",PM10,2020-07-18,15,9,µg/mc
"Parco S. Chiara",PM10,2020-07-18,16,10,µg/mc
"Parco S. Chiara",PM10,2020-07-18,17,11,µg/mc
"Parco S. Chiara",PM10,2020-07-18,18,9,µg/mc
"Parco S. Chiara",PM10,2020-07-18,19,10,µg/mc
"Parco S. Chiara",PM10,2020-07-18,20,12,µg/mc
"Parco S. Chiara",PM10,2020-07-18,21,10,µg/mc
"Parco S. Chiara",PM10,2020-07-18,22,12,µg/mc
"Parco S. Chiara",PM10,2020-07-18,23,11,µg/mc
"Parco S. Chiara",PM10,2020-07-18,24,10,µg/mc
"Parco S. Chiara",PM10,2020-07-19,1,13,µg/mc
"Parco S. Chiara",PM10,2020-07-19,2,14,µg/mc
"Parco S. Chiara",PM10,2020-07-19,3,13,µg/mc
"Parco S. Chiara",PM10,2020-07-19,4,12,µg/mc
"Parco S. Chiara",PM10,2020-07-19,5,12,µg/mc
"Parco S. Chiara",PM10,2020-07-19,6,9,µg/mc
"Parco S. Chiara",PM10,2020-07-19,7,8,µg/mc
"Parco S. Chiara",PM10,2020-07-19,8,6,µg/mc
"Parco S. Chiara",PM10,2020-07-19,9,5,µg/mc
"Parco S. Chiara",PM10,2020-07-19,10,6,µg/mc
"Parco S. Chiara",PM10,2020-07-19,11,4,µg/mc
"Parco S. Chiara",PM10,2020-07-19,12,4,µg/mc
"Parco S. Chiara",PM10,2020-07-19,13,3,µg/mc
"Parco S. Chiara",PM10,2020-07-19,14,5,µg/mc
"Parco S. Chiara",PM10,2020-07-19,15,7,µg/mc
"Parco S. Chiara",PM10,2020-07-19,16,7,µg/mc
"Parco S. Chiara",PM10,2020-07-19,17,7,µg/mc
"Parco S. Chiara",PM10,2020-07-19,18,11,µg/mc
"Parco S. Chiara",PM10,2020-07-19,19,14,µg/mc
"Parco S. Chiara",PM10,2020-07-19,20,17,µg/mc
"Parco S. Chiara",PM10,2020-07-19,21,20,µg/mc
"Parco S. Chiara",PM10,2020-07-19,22,15,µg/mc
"Parco S. Chiara",PM10,2020-07-19,23,14,µg/mc
"Parco S. Chiara",PM10,2020-07-19,24,13,µg/mc
"Parco S. Chiara",PM10,2020-07-20,1,14,µg/mc
"Parco S. Chiara",PM10,2020-07-20,2,15,µg/mc
"Parco S. Chiara",PM10,2020-07-20,3,15,µg/mc
"Parco S. Chiara",PM10,2020-07-20,4,15,µg/mc
"Parco S. Chiara",PM10,2020-07-20,5,15,µg/mc
"Parco S. Chiara",PM10,2020-07-20,6,16,µg/mc
"Parco S. Chiara",PM10,2020-07-20,7,16,µg/mc
"Parco S. Chiara",PM10,2020-07-20,8,13,µg/mc
"Parco S. Chiara",PM10,2020-07-20,9,13,µg/mc
"Parco S. Chiara",PM10,2020-07-20,10,12,µg/mc
"Parco S. Chiara",PM10,2020-07-20,11,10,µg/mc
"Parco S. Chiara",PM10,2020-07-20,12,8,µg/mc
"Parco S. Chiara",PM10,2020-07-20,13,8,µg/mc
"Parco S. Chiara",PM10,2020-07-20,14,9,µg/mc
"Parco S. Chiara",PM10,2020-07-20,15,10,µg/mc
"Parco S. Chiara",PM10,2020-07-20,16,10,µg/mc
"Parco S. Chiara",PM10,2020-07-20,17,12,µg/mc
"Parco S. Chiara",PM10,2020-07-20,18,16,µg/mc
"Parco S. Chiara",PM10,2020-07-20,19,21,µg/mc
"Parco S. Chiara",PM10,2020-07-20,20,27,µg/mc
"Parco S. Chiara",PM10,2020-07-20,21,31,µg/mc
"Parco S. Chiara",PM10,2020-07-20,22,31,µg/mc
"Parco S. Chiara",PM10,2020-07-20,23,31,µg/mc
"Parco S. Chiara",PM10,2020-07-20,24,30,µg/mc
"Parco S. Chiara",PM10,2020-07-21,1,29,µg/mc
"Parco S. Chiara",PM10,2020-07-21,2,28,µg/mc
"Parco S. Chiara",PM10,2020-07-21,3,28,µg/mc
"Parco S. Chiara",PM10,2020-07-21,4,27,µg/mc
"Parco S. Chiara",PM10,2020-07-21,5,26,µg/mc
"Parco S. Chiara",PM10,2020-07-21,6,26,µg/mc
"Parco S. Chiara",PM10,2020-07-21,7,23,µg/mc
"Parco S. Chiara",PM10,2020-07-21,8,19,µg/mc
"Parco S. Chiara",PM10,2020-07-21,9,18,µg/mc
