Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Parco S. Chiara",PM10,2017-11-30,1,26,µg/mc
"Parco S. Chiara",PM10,2017-11-30,2,27,µg/mc
"Parco S. Chiara",PM10,2017-11-30,3,28,µg/mc
"Parco S. Chiara",PM10,2017-11-30,4,26,µg/mc
"Parco S. Chiara",PM10,2017-11-30,5,27,µg/mc
"Parco S. Chiara",PM10,2017-11-30,6,27,µg/mc
"Parco S. Chiara",PM10,2017-11-30,7,26,µg/mc
"Parco S. Chiara",PM10,2017-11-30,8,25,µg/mc
"Parco S. Chiara",PM10,2017-11-30,9,21,µg/mc
"Parco S. Chiara",PM10,2017-11-30,10,19,µg/mc
"Parco S. Chiara",PM10,2017-11-30,11,16,µg/mc
"Parco S. Chiara",PM10,2017-11-30,12,9,µg/mc
"Parco S. Chiara",PM10,2017-11-30,13,7,µg/mc
"Parco S. Chiara",PM10,2017-11-30,14,5,µg/mc
"Parco S. Chiara",PM10,2017-11-30,15,5,µg/mc
"Parco S. Chiara",PM10,2017-11-30,16,5,µg/mc
"Parco S. Chiara",PM10,2017-11-30,17,6,µg/mc
"Parco S. Chiara",PM10,2017-11-30,18,7,µg/mc
"Parco S. Chiara",PM10,2017-11-30,19,10,µg/mc
"Parco S. Chiara",PM10,2017-11-30,20,13,µg/mc
"Parco S. Chiara",PM10,2017-11-30,21,12,µg/mc
"Parco S. Chiara",PM10,2017-11-30,22,11,µg/mc
"Parco S. Chiara",PM10,2017-11-30,23,14,µg/mc
"Parco S. Chiara",PM10,2017-11-30,24,14,µg/mc
"Parco S. Chiara",PM10,2017-12-01,1,14,µg/mc
"Parco S. Chiara",PM10,2017-12-01,2,13,µg/mc
"Parco S. Chiara",PM10,2017-12-01,3,11,µg/mc
"Parco S. Chiara",PM10,2017-12-01,4,10,µg/mc
"Parco S. Chiara",PM10,2017-12-01,5,9,µg/mc
"Parco S. Chiara",PM10,2017-12-01,6,8,µg/mc
"Parco S. Chiara",PM10,2017-12-01,7,8,µg/mc
"Parco S. Chiara",PM10,2017-12-01,8,9,µg/mc
"Parco S. Chiara",PM10,2017-12-01,9,10,µg/mc
"Parco S. Chiara",PM10,2017-12-01,10,11,µg/mc
"Parco S. Chiara",PM10,2017-12-01,11,11,µg/mc
"Parco S. Chiara",PM10,2017-12-01,12,10,µg/mc
"Parco S. Chiara",PM10,2017-12-01,13,11,µg/mc
"Parco S. Chiara",PM10,2017-12-01,14,10,µg/mc
"Parco S. Chiara",PM10,2017-12-01,15,9,µg/mc
"Parco S. Chiara",PM10,2017-12-01,16,9,µg/mc
"Parco S. Chiara",PM10,2017-12-01,17,12,µg/mc
"Parco S. Chiara",PM10,2017-12-01,18,15,µg/mc
"Parco S. Chiara",PM10,2017-12-01,19,17,µg/mc
"Parco S. Chiara",PM10,2017-12-01,20,18,µg/mc
"Parco S. Chiara",PM10,2017-12-01,21,21,µg/mc
"Parco S. Chiara",PM10,2017-12-01,22,19,µg/mc
"Parco S. Chiara",PM10,2017-12-01,23,19,µg/mc
"Parco S. Chiara",PM10,2017-12-01,24,17,µg/mc
"Parco S. Chiara",PM10,2017-12-02,1,16,µg/mc
"Parco S. Chiara",PM10,2017-12-02,2,15,µg/mc
"Parco S. Chiara",PM10,2017-12-02,3,14,µg/mc
"Parco S. Chiara",PM10,2017-12-02,4,14,µg/mc
"Parco S. Chiara",PM10,2017-12-02,5,13,µg/mc
"Parco S. Chiara",PM10,2017-12-02,6,12,µg/mc
"Parco S. Chiara",PM10,2017-12-02,7,12,µg/mc
"Parco S. Chiara",PM10,2017-12-02,8,12,µg/mc
"Parco S. Chiara",PM10,2017-12-02,9,10,µg/mc
"Parco S. Chiara",PM10,2017-12-02,10,9,µg/mc
"Parco S. Chiara",PM10,2017-12-02,11,9,µg/mc
"Parco S. Chiara",PM10,2017-12-02,12,10,µg/mc
"Parco S. Chiara",PM10,2017-12-02,13,9,µg/mc
"Parco S. Chiara",PM10,2017-12-02,14,9,µg/mc
"Parco S. Chiara",PM10,2017-12-02,15,9,µg/mc
"Parco S. Chiara",PM10,2017-12-02,16,10,µg/mc
"Parco S. Chiara",PM10,2017-12-02,17,12,µg/mc
"Parco S. Chiara",PM10,2017-12-02,18,17,µg/mc
"Parco S. Chiara",PM10,2017-12-02,19,22,µg/mc
"Parco S. Chiara",PM10,2017-12-02,20,23,µg/mc
"Parco S. Chiara",PM10,2017-12-02,21,25,µg/mc
