Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Parco S. Chiara",PM10,2014-10-17,1,29,µg/mc
"Parco S. Chiara",PM10,2014-10-17,2,27,µg/mc
"Parco S. Chiara",PM10,2014-10-17,3,27,µg/mc
"Parco S. Chiara",PM10,2014-10-17,4,27,µg/mc
"Parco S. Chiara",PM10,2014-10-17,5,28,µg/mc
"Parco S. Chiara",PM10,2014-10-17,6,27,µg/mc
"Parco S. Chiara",PM10,2014-10-17,7,27,µg/mc
"Parco S. Chiara",PM10,2014-10-17,8,26,µg/mc
"Parco S. Chiara",PM10,2014-10-17,9,29,µg/mc
"Parco S. Chiara",PM10,2014-10-17,10,31,µg/mc
"Parco S. Chiara",PM10,2014-10-17,11,27,µg/mc
"Parco S. Chiara",PM10,2014-10-17,12,24,µg/mc
"Parco S. Chiara",PM10,2014-10-17,13,23,µg/mc
"Parco S. Chiara",PM10,2014-10-17,14,21,µg/mc
"Parco S. Chiara",PM10,2014-10-17,15,18,µg/mc
"Parco S. Chiara",PM10,2014-10-17,16,21,µg/mc
"Parco S. Chiara",PM10,2014-10-17,17,23,µg/mc
"Parco S. Chiara",PM10,2014-10-17,18,31,µg/mc
"Parco S. Chiara",PM10,2014-10-17,19,35,µg/mc
"Parco S. Chiara",PM10,2014-10-17,20,37,µg/mc
"Parco S. Chiara",PM10,2014-10-17,21,36,µg/mc
"Parco S. Chiara",PM10,2014-10-17,22,34,µg/mc
"Parco S. Chiara",PM10,2014-10-17,23,32,µg/mc
"Parco S. Chiara",PM10,2014-10-17,24,29,µg/mc
"Parco S. Chiara",PM10,2014-10-18,1,27,µg/mc
"Parco S. Chiara",PM10,2014-10-18,2,27,µg/mc
"Parco S. Chiara",PM10,2014-10-18,3,21,µg/mc
"Parco S. Chiara",PM10,2014-10-18,4,19,µg/mc
"Parco S. Chiara",PM10,2014-10-18,5,17,µg/mc
"Parco S. Chiara",PM10,2014-10-18,6,16,µg/mc
"Parco S. Chiara",PM10,2014-10-18,7,13,µg/mc
"Parco S. Chiara",PM10,2014-10-18,8,14,µg/mc
"Parco S. Chiara",PM10,2014-10-18,9,14,µg/mc
"Parco S. Chiara",PM10,2014-10-18,10,13,µg/mc
"Parco S. Chiara",PM10,2014-10-18,11,11,µg/mc
"Parco S. Chiara",PM10,2014-10-18,12,9,µg/mc
"Parco S. Chiara",PM10,2014-10-18,13,7,µg/mc
"Parco S. Chiara",PM10,2014-10-18,14,6,µg/mc
"Parco S. Chiara",PM10,2014-10-18,15,6,µg/mc
"Parco S. Chiara",PM10,2014-10-18,16,7,µg/mc
"Parco S. Chiara",PM10,2014-10-18,17,9,µg/mc
"Parco S. Chiara",PM10,2014-10-18,18,20,µg/mc
"Parco S. Chiara",PM10,2014-10-18,19,18,µg/mc
"Parco S. Chiara",PM10,2014-10-18,20,20,µg/mc
"Parco S. Chiara",PM10,2014-10-18,21,24,µg/mc
"Parco S. Chiara",PM10,2014-10-18,22,29,µg/mc
"Parco S. Chiara",PM10,2014-10-18,23,24,µg/mc
"Parco S. Chiara",PM10,2014-10-18,24,19,µg/mc
"Parco S. Chiara",PM10,2014-10-19,1,17,µg/mc
"Parco S. Chiara",PM10,2014-10-19,2,17,µg/mc
"Parco S. Chiara",PM10,2014-10-19,3,17,µg/mc
