Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Parco S. Chiara",PM10,2016-06-08,1,12,µg/mc
"Parco S. Chiara",PM10,2016-06-08,2,13,µg/mc
"Parco S. Chiara",PM10,2016-06-08,3,13,µg/mc
"Parco S. Chiara",PM10,2016-06-08,4,13,µg/mc
"Parco S. Chiara",PM10,2016-06-08,5,13,µg/mc
"Parco S. Chiara",PM10,2016-06-08,6,13,µg/mc
"Parco S. Chiara",PM10,2016-06-08,7,12,µg/mc
"Parco S. Chiara",PM10,2016-06-08,8,11,µg/mc
"Parco S. Chiara",PM10,2016-06-08,9,9,µg/mc
"Parco S. Chiara",PM10,2016-06-08,10,6,µg/mc
"Parco S. Chiara",PM10,2016-06-08,11,6,µg/mc
"Parco S. Chiara",PM10,2016-06-08,12,5,µg/mc
"Parco S. Chiara",PM10,2016-06-08,13,6,µg/mc
"Parco S. Chiara",PM10,2016-06-08,14,11,µg/mc
"Parco S. Chiara",PM10,2016-06-08,15,32,µg/mc
"Parco S. Chiara",PM10,2016-06-08,16,64,µg/mc
"Parco S. Chiara",PM10,2016-06-08,17,45,µg/mc
"Parco S. Chiara",PM10,2016-06-08,18,79,µg/mc
"Parco S. Chiara",PM10,2016-06-08,19,74,µg/mc
"Parco S. Chiara",PM10,2016-06-08,20,72,µg/mc
"Parco S. Chiara",PM10,2016-06-08,21,73,µg/mc
"Parco S. Chiara",PM10,2016-06-08,22,81,µg/mc
"Parco S. Chiara",PM10,2016-06-08,23,62,µg/mc
"Parco S. Chiara",PM10,2016-06-08,24,23,µg/mc
"Parco S. Chiara",PM10,2016-06-09,1,12,µg/mc
"Parco S. Chiara",PM10,2016-06-09,2,17,µg/mc
"Parco S. Chiara",PM10,2016-06-09,3,33,µg/mc
"Parco S. Chiara",PM10,2016-06-09,4,16,µg/mc
"Parco S. Chiara",PM10,2016-06-09,5,17,µg/mc
"Parco S. Chiara",PM10,2016-06-09,6,18,µg/mc
"Parco S. Chiara",PM10,2016-06-09,7,12,µg/mc
"Parco S. Chiara",PM10,2016-06-09,8,9,µg/mc
"Parco S. Chiara",PM10,2016-06-09,9,7,µg/mc
"Parco S. Chiara",PM10,2016-06-09,10,6,µg/mc
"Parco S. Chiara",PM10,2016-06-09,11,6,µg/mc
"Parco S. Chiara",PM10,2016-06-09,12,3,µg/mc
"Parco S. Chiara",PM10,2016-06-09,13,2,µg/mc
"Parco S. Chiara",PM10,2016-06-09,14,1,µg/mc
"Parco S. Chiara",PM10,2016-06-09,15,4,µg/mc
"Parco S. Chiara",PM10,2016-06-09,16,9,µg/mc
"Parco S. Chiara",PM10,2016-06-09,17,12,µg/mc
"Parco S. Chiara",PM10,2016-06-09,18,9,µg/mc
"Parco S. Chiara",PM10,2016-06-09,19,7,µg/mc
"Parco S. Chiara",PM10,2016-06-09,20,9,µg/mc
"Parco S. Chiara",PM10,2016-06-09,21,11,µg/mc
"Parco S. Chiara",PM10,2016-06-09,22,14,µg/mc
"Parco S. Chiara",PM10,2016-06-09,23,15,µg/mc
"Parco S. Chiara",PM10,2016-06-09,24,13,µg/mc
"Parco S. Chiara",PM10,2016-06-10,1,11,µg/mc
"Parco S. Chiara",PM10,2016-06-10,2,11,µg/mc
"Parco S. Chiara",PM10,2016-06-10,3,12,µg/mc
"Parco S. Chiara",PM10,2016-06-10,4,9,µg/mc
"Parco S. Chiara",PM10,2016-06-10,5,8,µg/mc
"Parco S. Chiara",PM10,2016-06-10,6,7,µg/mc
"Parco S. Chiara",PM10,2016-06-10,7,7,µg/mc
"Parco S. Chiara",PM10,2016-06-10,8,6,µg/mc
"Parco S. Chiara",PM10,2016-06-10,9,5,µg/mc
"Parco S. Chiara",PM10,2016-06-10,10,3,µg/mc
"Parco S. Chiara",PM10,2016-06-10,11,2,µg/mc
"Parco S. Chiara",PM10,2016-06-10,12,2,µg/mc
"Parco S. Chiara",PM10,2016-06-10,13,1,µg/mc
"Parco S. Chiara",PM10,2016-06-10,14,1,µg/mc
"Parco S. Chiara",PM10,2016-06-10,15,3,µg/mc
"Parco S. Chiara",PM10,2016-06-10,16,4,µg/mc
"Parco S. Chiara",PM10,2016-06-10,17,7,µg/mc
"Parco S. Chiara",PM10,2016-06-10,18,9,µg/mc
"Parco S. Chiara",PM10,2016-06-10,19,14,µg/mc
"Parco S. Chiara",PM10,2016-06-10,20,19,µg/mc
"Parco S. Chiara",PM10,2016-06-10,21,22,µg/mc
"Parco S. Chiara",PM10,2016-06-10,22,24,µg/mc
"Parco S. Chiara",PM10,2016-06-10,23,26,µg/mc
"Parco S. Chiara",PM10,2016-06-10,24,25,µg/mc
"Parco S. Chiara",PM10,2016-06-11,1,22,µg/mc
"Parco S. Chiara",PM10,2016-06-11,2,24,µg/mc
"Parco S. Chiara",PM10,2016-06-11,3,23,µg/mc
