Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Parco S. Chiara",PM10,2018-11-25,1,18,µg/mc
"Parco S. Chiara",PM10,2018-11-25,2,18,µg/mc
"Parco S. Chiara",PM10,2018-11-25,3,18,µg/mc
"Parco S. Chiara",PM10,2018-11-25,4,18,µg/mc
"Parco S. Chiara",PM10,2018-11-25,5,14,µg/mc
"Parco S. Chiara",PM10,2018-11-25,6,13,µg/mc
"Parco S. Chiara",PM10,2018-11-25,7,10,µg/mc
"Parco S. Chiara",PM10,2018-11-25,8,11,µg/mc
"Parco S. Chiara",PM10,2018-11-25,9,11,µg/mc
"Parco S. Chiara",PM10,2018-11-25,10,11,µg/mc
"Parco S. Chiara",PM10,2018-11-25,11,10,µg/mc
"Parco S. Chiara",PM10,2018-11-25,12,12,µg/mc
"Parco S. Chiara",PM10,2018-11-25,13,11,µg/mc
"Parco S. Chiara",PM10,2018-11-25,14,9,µg/mc
"Parco S. Chiara",PM10,2018-11-25,15,8,µg/mc
"Parco S. Chiara",PM10,2018-11-25,16,9,µg/mc
"Parco S. Chiara",PM10,2018-11-25,17,13,µg/mc
"Parco S. Chiara",PM10,2018-11-25,18,16,µg/mc
"Parco S. Chiara",PM10,2018-11-25,19,17,µg/mc
"Parco S. Chiara",PM10,2018-11-25,20,16,µg/mc
"Parco S. Chiara",PM10,2018-11-25,21,16,µg/mc
"Parco S. Chiara",PM10,2018-11-25,22,17,µg/mc
"Parco S. Chiara",PM10,2018-11-25,23,15,µg/mc
"Parco S. Chiara",PM10,2018-11-25,24,13,µg/mc
"Parco S. Chiara",PM10,2018-11-26,1,12,µg/mc
"Parco S. Chiara",PM10,2018-11-26,2,11,µg/mc
"Parco S. Chiara",PM10,2018-11-26,3,10,µg/mc
"Parco S. Chiara",PM10,2018-11-26,4,9,µg/mc
"Parco S. Chiara",PM10,2018-11-26,5,8,µg/mc
"Parco S. Chiara",PM10,2018-11-26,6,7,µg/mc
"Parco S. Chiara",PM10,2018-11-26,7,7,µg/mc
"Parco S. Chiara",PM10,2018-11-26,8,8,µg/mc
"Parco S. Chiara",PM10,2018-11-26,9,8,µg/mc
"Parco S. Chiara",PM10,2018-11-26,10,8,µg/mc
"Parco S. Chiara",PM10,2018-11-26,11,8,µg/mc
"Parco S. Chiara",PM10,2018-11-26,12,7,µg/mc
"Parco S. Chiara",PM10,2018-11-26,13,8,µg/mc
"Parco S. Chiara",PM10,2018-11-26,14,8,µg/mc
"Parco S. Chiara",PM10,2018-11-26,15,10,µg/mc
"Parco S. Chiara",PM10,2018-11-26,16,10,µg/mc
"Parco S. Chiara",PM10,2018-11-26,17,13,µg/mc
"Parco S. Chiara",PM10,2018-11-26,18,19,µg/mc
"Parco S. Chiara",PM10,2018-11-26,19,26,µg/mc
"Parco S. Chiara",PM10,2018-11-26,20,24,µg/mc
"Parco S. Chiara",PM10,2018-11-26,21,20,µg/mc
"Parco S. Chiara",PM10,2018-11-26,22,19,µg/mc
"Parco S. Chiara",PM10,2018-11-26,23,20,µg/mc
"Parco S. Chiara",PM10,2018-11-26,24,19,µg/mc
"Parco S. Chiara",PM10,2018-11-27,1,17,µg/mc
"Parco S. Chiara",PM10,2018-11-27,2,17,µg/mc
"Parco S. Chiara",PM10,2018-11-27,3,16,µg/mc
"Parco S. Chiara",PM10,2018-11-27,4,13,µg/mc
"Parco S. Chiara",PM10,2018-11-27,5,12,µg/mc
"Parco S. Chiara",PM10,2018-11-27,6,12,µg/mc
"Parco S. Chiara",PM10,2018-11-27,7,11,µg/mc
"Parco S. Chiara",PM10,2018-11-27,8,11,µg/mc
"Parco S. Chiara",PM10,2018-11-27,9,13,µg/mc
"Parco S. Chiara",PM10,2018-11-27,10,16,µg/mc
"Parco S. Chiara",PM10,2018-11-27,11,14,µg/mc
"Parco S. Chiara",PM10,2018-11-27,12,7,µg/mc
"Parco S. Chiara",PM10,2018-11-27,13,5,µg/mc
"Parco S. Chiara",PM10,2018-11-27,14,5,µg/mc
"Parco S. Chiara",PM10,2018-11-27,15,5,µg/mc
"Parco S. Chiara",PM10,2018-11-27,16,5,µg/mc
"Parco S. Chiara",PM10,2018-11-27,17,6,µg/mc
"Parco S. Chiara",PM10,2018-11-27,18,5,µg/mc
"Parco S. Chiara",PM10,2018-11-27,19,5,µg/mc
"Parco S. Chiara",PM10,2018-11-27,20,5,µg/mc
"Parco S. Chiara",PM10,2018-11-27,21,4,µg/mc
"Parco S. Chiara",PM10,2018-11-27,22,4,µg/mc
"Parco S. Chiara",PM10,2018-11-27,23,4,µg/mc
"Parco S. Chiara",PM10,2018-11-27,24,4,µg/mc
"Parco S. Chiara",PM10,2018-11-28,1,4,µg/mc
"Parco S. Chiara",PM10,2018-11-28,2,5,µg/mc
"Parco S. Chiara",PM10,2018-11-28,3,5,µg/mc
"Parco S. Chiara",PM10,2018-11-28,4,4,µg/mc
"Parco S. Chiara",PM10,2018-11-28,5,4,µg/mc
"Parco S. Chiara",PM10,2018-11-28,6,5,µg/mc
"Parco S. Chiara",PM10,2018-11-28,7,5,µg/mc
"Parco S. Chiara",PM10,2018-11-28,8,7,µg/mc
"Parco S. Chiara",PM10,2018-11-28,9,7,µg/mc
"Parco S. Chiara",PM10,2018-11-28,10,8,µg/mc
"Parco S. Chiara",PM10,2018-11-28,11,6,µg/mc
"Parco S. Chiara",PM10,2018-11-28,12,5,µg/mc
"Parco S. Chiara",PM10,2018-11-28,13,4,µg/mc
"Parco S. Chiara",PM10,2018-11-28,14,4,µg/mc
"Parco S. Chiara",PM10,2018-11-28,15,6,µg/mc
"Parco S. Chiara",PM10,2018-11-28,16,8,µg/mc
"Parco S. Chiara",PM10,2018-11-28,17,12,µg/mc
"Parco S. Chiara",PM10,2018-11-28,18,19,µg/mc
"Parco S. Chiara",PM10,2018-11-28,19,23,µg/mc
"Parco S. Chiara",PM10,2018-11-28,20,26,µg/mc
"Parco S. Chiara",PM10,2018-11-28,21,29,µg/mc
"Parco S. Chiara",PM10,2018-11-28,22,29,µg/mc
"Parco S. Chiara",PM10,2018-11-28,23,28,µg/mc
"Parco S. Chiara",PM10,2018-11-28,24,25,µg/mc
"Parco S. Chiara",PM10,2018-11-29,1,24,µg/mc
"Parco S. Chiara",PM10,2018-11-29,2,22,µg/mc
"Parco S. Chiara",PM10,2018-11-29,3,23,µg/mc
"Parco S. Chiara",PM10,2018-11-29,4,21,µg/mc
"Parco S. Chiara",PM10,2018-11-29,5,18,µg/mc
"Parco S. Chiara",PM10,2018-11-29,6,17,µg/mc
"Parco S. Chiara",PM10,2018-11-29,7,17,µg/mc
"Parco S. Chiara",PM10,2018-11-29,8,19,µg/mc
"Parco S. Chiara",PM10,2018-11-29,9,22,µg/mc
"Parco S. Chiara",PM10,2018-11-29,10,21,µg/mc
"Parco S. Chiara",PM10,2018-11-29,11,15,µg/mc
"Parco S. Chiara",PM10,2018-11-29,12,14,µg/mc
"Parco S. Chiara",PM10,2018-11-29,13,13,µg/mc
"Parco S. Chiara",PM10,2018-11-29,14,14,µg/mc
"Parco S. Chiara",PM10,2018-11-29,15,15,µg/mc
"Parco S. Chiara",PM10,2018-11-29,16,18,µg/mc
"Parco S. Chiara",PM10,2018-11-29,17,22,µg/mc
"Parco S. Chiara",PM10,2018-11-29,18,31,µg/mc
"Parco S. Chiara",PM10,2018-11-29,19,40,µg/mc
"Parco S. Chiara",PM10,2018-11-29,20,36,µg/mc
"Parco S. Chiara",PM10,2018-11-29,21,38,µg/mc
"Parco S. Chiara",PM10,2018-11-29,22,37,µg/mc
"Parco S. Chiara",PM10,2018-11-29,23,35,µg/mc
"Parco S. Chiara",PM10,2018-11-29,24,30,µg/mc
"Parco S. Chiara",PM10,2018-11-30,1,25,µg/mc
"Parco S. Chiara",PM10,2018-11-30,2,21,µg/mc
"Parco S. Chiara",PM10,2018-11-30,3,23,µg/mc
"Parco S. Chiara",PM10,2018-11-30,4,26,µg/mc
"Parco S. Chiara",PM10,2018-11-30,5,23,µg/mc
"Parco S. Chiara",PM10,2018-11-30,6,27,µg/mc
"Parco S. Chiara",PM10,2018-11-30,7,29,µg/mc
"Parco S. Chiara",PM10,2018-11-30,8,29,µg/mc
"Parco S. Chiara",PM10,2018-11-30,9,30,µg/mc
"Parco S. Chiara",PM10,2018-11-30,10,33,µg/mc
"Parco S. Chiara",PM10,2018-11-30,11,36,µg/mc
"Parco S. Chiara",PM10,2018-11-30,12,36,µg/mc
"Parco S. Chiara",PM10,2018-11-30,13,36,µg/mc
"Parco S. Chiara",PM10,2018-11-30,14,34,µg/mc
"Parco S. Chiara",PM10,2018-11-30,15,31,µg/mc
"Parco S. Chiara",PM10,2018-11-30,16,33,µg/mc
"Parco S. Chiara",PM10,2018-11-30,17,34,µg/mc
"Parco S. Chiara",PM10,2018-11-30,18,36,µg/mc
"Parco S. Chiara",PM10,2018-11-30,19,47,µg/mc
"Parco S. Chiara",PM10,2018-11-30,20,54,µg/mc
"Parco S. Chiara",PM10,2018-11-30,21,53,µg/mc
"Parco S. Chiara",PM10,2018-11-30,22,50,µg/mc
"Parco S. Chiara",PM10,2018-11-30,23,53,µg/mc
"Parco S. Chiara",PM10,2018-11-30,24,51,µg/mc
"Parco S. Chiara",PM10,2018-12-01,1,52,µg/mc
"Parco S. Chiara",PM10,2018-12-01,2,143,µg/mc
"Parco S. Chiara",PM10,2018-12-01,3,76,µg/mc
"Parco S. Chiara",PM10,2018-12-01,4,44,µg/mc
"Parco S. Chiara",PM10,2018-12-01,5,42,µg/mc
"Parco S. Chiara",PM10,2018-12-01,6,37,µg/mc
"Parco S. Chiara",PM10,2018-12-01,7,40,µg/mc
"Parco S. Chiara",PM10,2018-12-01,8,33,µg/mc
