Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Parco S. Chiara",PM10,2014-06-19,1,16,µg/mc
"Parco S. Chiara",PM10,2014-06-19,2,15,µg/mc
"Parco S. Chiara",PM10,2014-06-19,3,16,µg/mc
"Parco S. Chiara",PM10,2014-06-19,4,17,µg/mc
"Parco S. Chiara",PM10,2014-06-19,5,17,µg/mc
"Parco S. Chiara",PM10,2014-06-19,6,16,µg/mc
"Parco S. Chiara",PM10,2014-06-19,7,17,µg/mc
"Parco S. Chiara",PM10,2014-06-19,8,16,µg/mc
"Parco S. Chiara",PM10,2014-06-19,9,13,µg/mc
"Parco S. Chiara",PM10,2014-06-19,10,13,µg/mc
"Parco S. Chiara",PM10,2014-06-19,11,11,µg/mc
"Parco S. Chiara",PM10,2014-06-19,12,9,µg/mc
"Parco S. Chiara",PM10,2014-06-19,13,8,µg/mc
"Parco S. Chiara",PM10,2014-06-19,14,8,µg/mc
"Parco S. Chiara",PM10,2014-06-19,15,8,µg/mc
"Parco S. Chiara",PM10,2014-06-19,16,9,µg/mc
"Parco S. Chiara",PM10,2014-06-19,17,11,µg/mc
"Parco S. Chiara",PM10,2014-06-19,18,13,µg/mc
"Parco S. Chiara",PM10,2014-06-19,19,14,µg/mc
"Parco S. Chiara",PM10,2014-06-19,20,14,µg/mc
"Parco S. Chiara",PM10,2014-06-19,21,15,µg/mc
"Parco S. Chiara",PM10,2014-06-19,22,18,µg/mc
"Parco S. Chiara",PM10,2014-06-19,23,18,µg/mc
"Parco S. Chiara",PM10,2014-06-19,24,20,µg/mc
"Parco S. Chiara",PM10,2014-06-20,1,21,µg/mc
"Parco S. Chiara",PM10,2014-06-20,2,21,µg/mc
"Parco S. Chiara",PM10,2014-06-20,3,21,µg/mc
"Parco S. Chiara",PM10,2014-06-20,4,20,µg/mc
"Parco S. Chiara",PM10,2014-06-20,5,20,µg/mc
"Parco S. Chiara",PM10,2014-06-20,6,20,µg/mc
"Parco S. Chiara",PM10,2014-06-20,7,20,µg/mc
"Parco S. Chiara",PM10,2014-06-20,8,20,µg/mc
"Parco S. Chiara",PM10,2014-06-20,9,19,µg/mc
"Parco S. Chiara",PM10,2014-06-20,10,19,µg/mc
"Parco S. Chiara",PM10,2014-06-20,11,16,µg/mc
"Parco S. Chiara",PM10,2014-06-20,12,15,µg/mc
"Parco S. Chiara",PM10,2014-06-20,13,11,µg/mc
"Parco S. Chiara",PM10,2014-06-20,14,9,µg/mc
"Parco S. Chiara",PM10,2014-06-20,15,9,µg/mc
"Parco S. Chiara",PM10,2014-06-20,16,13,µg/mc
"Parco S. Chiara",PM10,2014-06-20,17,15,µg/mc
"Parco S. Chiara",PM10,2014-06-20,18,21,µg/mc
"Parco S. Chiara",PM10,2014-06-20,19,22,µg/mc
"Parco S. Chiara",PM10,2014-06-20,20,22,µg/mc
"Parco S. Chiara",PM10,2014-06-20,21,28,µg/mc
"Parco S. Chiara",PM10,2014-06-20,22,22,µg/mc
"Parco S. Chiara",PM10,2014-06-20,23,22,µg/mc
"Parco S. Chiara",PM10,2014-06-20,24,16,µg/mc
"Parco S. Chiara",PM10,2014-06-21,1,14,µg/mc
"Parco S. Chiara",PM10,2014-06-21,2,13,µg/mc
"Parco S. Chiara",PM10,2014-06-21,3,13,µg/mc
"Parco S. Chiara",PM10,2014-06-21,4,14,µg/mc
"Parco S. Chiara",PM10,2014-06-21,5,15,µg/mc
"Parco S. Chiara",PM10,2014-06-21,6,15,µg/mc
"Parco S. Chiara",PM10,2014-06-21,7,15,µg/mc
"Parco S. Chiara",PM10,2014-06-21,8,14,µg/mc
"Parco S. Chiara",PM10,2014-06-21,9,14,µg/mc
"Parco S. Chiara",PM10,2014-06-21,10,11,µg/mc
"Parco S. Chiara",PM10,2014-06-21,11,10,µg/mc
