Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Parco S. Chiara",PM10,2018-01-29,1,27,µg/mc
"Parco S. Chiara",PM10,2018-01-29,2,25,µg/mc
"Parco S. Chiara",PM10,2018-01-29,3,23,µg/mc
"Parco S. Chiara",PM10,2018-01-29,4,21,µg/mc
"Parco S. Chiara",PM10,2018-01-29,5,18,µg/mc
"Parco S. Chiara",PM10,2018-01-29,6,18,µg/mc
"Parco S. Chiara",PM10,2018-01-29,7,17,µg/mc
"Parco S. Chiara",PM10,2018-01-29,8,19,µg/mc
"Parco S. Chiara",PM10,2018-01-29,9,23,µg/mc
"Parco S. Chiara",PM10,2018-01-29,10,18,µg/mc
"Parco S. Chiara",PM10,2018-01-29,11,13,µg/mc
"Parco S. Chiara",PM10,2018-01-29,12,12,µg/mc
"Parco S. Chiara",PM10,2018-01-29,13,9,µg/mc
"Parco S. Chiara",PM10,2018-01-29,14,9,µg/mc
"Parco S. Chiara",PM10,2018-01-29,15,8,µg/mc
"Parco S. Chiara",PM10,2018-01-29,16,8,µg/mc
"Parco S. Chiara",PM10,2018-01-29,17,16,µg/mc
"Parco S. Chiara",PM10,2018-01-29,18,32,µg/mc
"Parco S. Chiara",PM10,2018-01-29,19,45,µg/mc
"Parco S. Chiara",PM10,2018-01-29,20,67,µg/mc
"Parco S. Chiara",PM10,2018-01-29,21,70,µg/mc
"Parco S. Chiara",PM10,2018-01-29,22,64,µg/mc
"Parco S. Chiara",PM10,2018-01-29,23,63,µg/mc
"Parco S. Chiara",PM10,2018-01-29,24,55,µg/mc
"Parco S. Chiara",PM10,2018-01-30,1,49,µg/mc
"Parco S. Chiara",PM10,2018-01-30,2,53,µg/mc
"Parco S. Chiara",PM10,2018-01-30,3,61,µg/mc
"Parco S. Chiara",PM10,2018-01-30,4,57,µg/mc
"Parco S. Chiara",PM10,2018-01-30,5,51,µg/mc
"Parco S. Chiara",PM10,2018-01-30,6,45,µg/mc
"Parco S. Chiara",PM10,2018-01-30,7,31,µg/mc
"Parco S. Chiara",PM10,2018-01-30,8,31,µg/mc
"Parco S. Chiara",PM10,2018-01-30,9,28,µg/mc
"Parco S. Chiara",PM10,2018-01-30,10,26,µg/mc
"Parco S. Chiara",PM10,2018-01-30,11,34,µg/mc
"Parco S. Chiara",PM10,2018-01-30,12,29,µg/mc
"Parco S. Chiara",PM10,2018-01-30,13,20,µg/mc
"Parco S. Chiara",PM10,2018-01-30,14,15,µg/mc
"Parco S. Chiara",PM10,2018-01-30,15,22,µg/mc
"Parco S. Chiara",PM10,2018-01-30,16,34,µg/mc
"Parco S. Chiara",PM10,2018-01-30,17,53,µg/mc
"Parco S. Chiara",PM10,2018-01-30,18,62,µg/mc
"Parco S. Chiara",PM10,2018-01-30,19,62,µg/mc
"Parco S. Chiara",PM10,2018-01-30,20,58,µg/mc
"Parco S. Chiara",PM10,2018-01-30,21,51,µg/mc
"Parco S. Chiara",PM10,2018-01-30,22,50,µg/mc
"Parco S. Chiara",PM10,2018-01-30,23,49,µg/mc
"Parco S. Chiara",PM10,2018-01-30,24,48,µg/mc
"Parco S. Chiara",PM10,2018-01-31,1,48,µg/mc
"Parco S. Chiara",PM10,2018-01-31,2,49,µg/mc
"Parco S. Chiara",PM10,2018-01-31,3,51,µg/mc
"Parco S. Chiara",PM10,2018-01-31,4,49,µg/mc
"Parco S. Chiara",PM10,2018-01-31,5,47,µg/mc
"Parco S. Chiara",PM10,2018-01-31,6,44,µg/mc
"Parco S. Chiara",PM10,2018-01-31,7,41,µg/mc
"Parco S. Chiara",PM10,2018-01-31,8,35,µg/mc
"Parco S. Chiara",PM10,2018-01-31,9,38,µg/mc
"Parco S. Chiara",PM10,2018-01-31,10,40,µg/mc
"Parco S. Chiara",PM10,2018-01-31,11,38,µg/mc
"Parco S. Chiara",PM10,2018-01-31,12,38,µg/mc
"Parco S. Chiara",PM10,2018-01-31,13,37,µg/mc
"Parco S. Chiara",PM10,2018-01-31,14,39,µg/mc
"Parco S. Chiara",PM10,2018-01-31,15,39,µg/mc
"Parco S. Chiara",PM10,2018-01-31,16,40,µg/mc
"Parco S. Chiara",PM10,2018-01-31,17,42,µg/mc
"Parco S. Chiara",PM10,2018-01-31,18,44,µg/mc
"Parco S. Chiara",PM10,2018-01-31,19,44,µg/mc
"Parco S. Chiara",PM10,2018-01-31,20,44,µg/mc
"Parco S. Chiara",PM10,2018-01-31,21,46,µg/mc
"Parco S. Chiara",PM10,2018-01-31,22,41,µg/mc
"Parco S. Chiara",PM10,2018-01-31,23,36,µg/mc
"Parco S. Chiara",PM10,2018-01-31,24,46,µg/mc
"Parco S. Chiara",PM10,2018-02-01,1,49,µg/mc
"Parco S. Chiara",PM10,2018-02-01,2,47,µg/mc
"Parco S. Chiara",PM10,2018-02-01,3,41,µg/mc
"Parco S. Chiara",PM10,2018-02-01,4,44,µg/mc
"Parco S. Chiara",PM10,2018-02-01,5,42,µg/mc
"Parco S. Chiara",PM10,2018-02-01,6,39,µg/mc
"Parco S. Chiara",PM10,2018-02-01,7,40,µg/mc
"Parco S. Chiara",PM10,2018-02-01,8,35,µg/mc
"Parco S. Chiara",PM10,2018-02-01,9,35,µg/mc
"Parco S. Chiara",PM10,2018-02-01,10,26,µg/mc
"Parco S. Chiara",PM10,2018-02-01,11,22,µg/mc
"Parco S. Chiara",PM10,2018-02-01,12,16,µg/mc
"Parco S. Chiara",PM10,2018-02-01,13,7,µg/mc
"Parco S. Chiara",PM10,2018-02-01,14,5,µg/mc
"Parco S. Chiara",PM10,2018-02-01,15,2,µg/mc
"Parco S. Chiara",PM10,2018-02-01,16,2,µg/mc
"Parco S. Chiara",PM10,2018-02-01,17,2,µg/mc
"Parco S. Chiara",PM10,2018-02-01,18,2,µg/mc
"Parco S. Chiara",PM10,2018-02-01,19,4,µg/mc
"Parco S. Chiara",PM10,2018-02-01,20,5,µg/mc
"Parco S. Chiara",PM10,2018-02-01,21,6,µg/mc
"Parco S. Chiara",PM10,2018-02-01,22,6,µg/mc
"Parco S. Chiara",PM10,2018-02-01,23,3,µg/mc
"Parco S. Chiara",PM10,2018-02-01,24,1,µg/mc
"Parco S. Chiara",PM10,2018-02-02,1,0,µg/mc
"Parco S. Chiara",PM10,2018-02-02,2,1,µg/mc
"Parco S. Chiara",PM10,2018-02-02,3,1,µg/mc
"Parco S. Chiara",PM10,2018-02-02,4,1,µg/mc
"Parco S. Chiara",PM10,2018-02-02,5,1,µg/mc
"Parco S. Chiara",PM10,2018-02-02,6,1,µg/mc
"Parco S. Chiara",PM10,2018-02-02,7,0,µg/mc
"Parco S. Chiara",PM10,2018-02-02,8,1,µg/mc
"Parco S. Chiara",PM10,2018-02-02,9,1,µg/mc
"Parco S. Chiara",PM10,2018-02-02,10,2,µg/mc
"Parco S. Chiara",PM10,2018-02-02,11,2,µg/mc
