Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Parco S. Chiara",PM10,2018-05-29,1,26,µg/mc
"Parco S. Chiara",PM10,2018-05-29,2,24,µg/mc
"Parco S. Chiara",PM10,2018-05-29,3,21,µg/mc
"Parco S. Chiara",PM10,2018-05-29,4,26,µg/mc
"Parco S. Chiara",PM10,2018-05-29,5,27,µg/mc
"Parco S. Chiara",PM10,2018-05-29,6,16,µg/mc
"Parco S. Chiara",PM10,2018-05-29,7,15,µg/mc
"Parco S. Chiara",PM10,2018-05-29,8,16,µg/mc
"Parco S. Chiara",PM10,2018-05-29,9,12,µg/mc
"Parco S. Chiara",PM10,2018-05-29,10,11,µg/mc
"Parco S. Chiara",PM10,2018-05-29,13,11,µg/mc
"Parco S. Chiara",PM10,2018-05-29,14,15,µg/mc
"Parco S. Chiara",PM10,2018-05-29,15,18,µg/mc
"Parco S. Chiara",PM10,2018-05-29,16,20,µg/mc
"Parco S. Chiara",PM10,2018-05-29,17,25,µg/mc
"Parco S. Chiara",PM10,2018-05-29,18,23,µg/mc
"Parco S. Chiara",PM10,2018-05-29,19,20,µg/mc
"Parco S. Chiara",PM10,2018-05-29,20,21,µg/mc
"Parco S. Chiara",PM10,2018-05-29,21,20,µg/mc
"Parco S. Chiara",PM10,2018-05-29,22,20,µg/mc
"Parco S. Chiara",PM10,2018-05-29,23,18,µg/mc
"Parco S. Chiara",PM10,2018-05-29,24,20,µg/mc
"Parco S. Chiara",PM10,2018-05-30,1,23,µg/mc
"Parco S. Chiara",PM10,2018-05-30,2,22,µg/mc
"Parco S. Chiara",PM10,2018-05-30,3,24,µg/mc
"Parco S. Chiara",PM10,2018-05-30,4,25,µg/mc
"Parco S. Chiara",PM10,2018-05-30,5,23,µg/mc
"Parco S. Chiara",PM10,2018-05-30,6,24,µg/mc
"Parco S. Chiara",PM10,2018-05-30,7,26,µg/mc
"Parco S. Chiara",PM10,2018-05-30,8,22,µg/mc
"Parco S. Chiara",PM10,2018-05-30,9,18,µg/mc
"Parco S. Chiara",PM10,2018-05-30,10,16,µg/mc
"Parco S. Chiara",PM10,2018-05-30,11,13,µg/mc
"Parco S. Chiara",PM10,2018-05-30,12,10,µg/mc
"Parco S. Chiara",PM10,2018-05-30,13,7,µg/mc
"Parco S. Chiara",PM10,2018-05-30,14,7,µg/mc
"Parco S. Chiara",PM10,2018-05-30,15,14,µg/mc
"Parco S. Chiara",PM10,2018-05-30,16,28,µg/mc
"Parco S. Chiara",PM10,2018-05-30,17,34,µg/mc
"Parco S. Chiara",PM10,2018-05-30,18,29,µg/mc
"Parco S. Chiara",PM10,2018-05-30,19,34,µg/mc
"Parco S. Chiara",PM10,2018-05-30,20,38,µg/mc
"Parco S. Chiara",PM10,2018-05-30,21,43,µg/mc
"Parco S. Chiara",PM10,2018-05-30,22,46,µg/mc
"Parco S. Chiara",PM10,2018-05-30,23,41,µg/mc
"Parco S. Chiara",PM10,2018-05-30,24,36,µg/mc
"Parco S. Chiara",PM10,2018-05-31,1,33,µg/mc
"Parco S. Chiara",PM10,2018-05-31,2,34,µg/mc
"Parco S. Chiara",PM10,2018-05-31,3,29,µg/mc
"Parco S. Chiara",PM10,2018-05-31,4,32,µg/mc
"Parco S. Chiara",PM10,2018-05-31,5,32,µg/mc
"Parco S. Chiara",PM10,2018-05-31,6,28,µg/mc
"Parco S. Chiara",PM10,2018-05-31,7,27,µg/mc
"Parco S. Chiara",PM10,2018-05-31,8,23,µg/mc
"Parco S. Chiara",PM10,2018-05-31,9,25,µg/mc
"Parco S. Chiara",PM10,2018-05-31,10,22,µg/mc
"Parco S. Chiara",PM10,2018-05-31,11,21,µg/mc
"Parco S. Chiara",PM10,2018-05-31,12,20,µg/mc
"Parco S. Chiara",PM10,2018-05-31,13,19,µg/mc
"Parco S. Chiara",PM10,2018-05-31,14,16,µg/mc
"Parco S. Chiara",PM10,2018-05-31,15,15,µg/mc
"Parco S. Chiara",PM10,2018-05-31,16,18,µg/mc
"Parco S. Chiara",PM10,2018-05-31,17,23,µg/mc
"Parco S. Chiara",PM10,2018-05-31,18,27,µg/mc
"Parco S. Chiara",PM10,2018-05-31,19,29,µg/mc
"Parco S. Chiara",PM10,2018-05-31,20,26,µg/mc
"Parco S. Chiara",PM10,2018-05-31,21,23,µg/mc
"Parco S. Chiara",PM10,2018-05-31,22,23,µg/mc
"Parco S. Chiara",PM10,2018-05-31,23,26,µg/mc
