Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Parco S. Chiara",PM10,2018-03-30,1,19,µg/mc
"Parco S. Chiara",PM10,2018-03-30,2,22,µg/mc
"Parco S. Chiara",PM10,2018-03-30,3,26,µg/mc
"Parco S. Chiara",PM10,2018-03-30,4,28,µg/mc
"Parco S. Chiara",PM10,2018-03-30,5,13,µg/mc
"Parco S. Chiara",PM10,2018-03-30,6,9,µg/mc
"Parco S. Chiara",PM10,2018-03-30,7,9,µg/mc
"Parco S. Chiara",PM10,2018-03-30,8,9,µg/mc
"Parco S. Chiara",PM10,2018-03-30,9,10,µg/mc
"Parco S. Chiara",PM10,2018-03-30,10,15,µg/mc
"Parco S. Chiara",PM10,2018-03-30,11,16,µg/mc
"Parco S. Chiara",PM10,2018-03-30,12,11,µg/mc
"Parco S. Chiara",PM10,2018-03-30,13,7,µg/mc
"Parco S. Chiara",PM10,2018-03-30,14,5,µg/mc
"Parco S. Chiara",PM10,2018-03-30,15,5,µg/mc
"Parco S. Chiara",PM10,2018-03-30,16,6,µg/mc
"Parco S. Chiara",PM10,2018-03-30,17,6,µg/mc
"Parco S. Chiara",PM10,2018-03-30,18,6,µg/mc
"Parco S. Chiara",PM10,2018-03-30,19,10,µg/mc
"Parco S. Chiara",PM10,2018-03-30,20,15,µg/mc
"Parco S. Chiara",PM10,2018-03-30,21,10,µg/mc
"Parco S. Chiara",PM10,2018-03-30,22,9,µg/mc
"Parco S. Chiara",PM10,2018-03-30,23,6,µg/mc
"Parco S. Chiara",PM10,2018-03-30,24,5,µg/mc
"Parco S. Chiara",PM10,2018-03-31,1,8,µg/mc
"Parco S. Chiara",PM10,2018-03-31,2,11,µg/mc
"Parco S. Chiara",PM10,2018-03-31,3,8,µg/mc
"Parco S. Chiara",PM10,2018-03-31,4,7,µg/mc
"Parco S. Chiara",PM10,2018-03-31,5,7,µg/mc
"Parco S. Chiara",PM10,2018-03-31,6,9,µg/mc
"Parco S. Chiara",PM10,2018-03-31,7,9,µg/mc
"Parco S. Chiara",PM10,2018-03-31,8,10,µg/mc
"Parco S. Chiara",PM10,2018-03-31,9,9,µg/mc
"Parco S. Chiara",PM10,2018-03-31,10,6,µg/mc
"Parco S. Chiara",PM10,2018-03-31,11,6,µg/mc
"Parco S. Chiara",PM10,2018-03-31,12,3,µg/mc
"Parco S. Chiara",PM10,2018-03-31,13,2,µg/mc
"Parco S. Chiara",PM10,2018-03-31,14,3,µg/mc
"Parco S. Chiara",PM10,2018-03-31,15,4,µg/mc
"Parco S. Chiara",PM10,2018-03-31,16,5,µg/mc
"Parco S. Chiara",PM10,2018-03-31,17,6,µg/mc
"Parco S. Chiara",PM10,2018-03-31,18,4,µg/mc
"Parco S. Chiara",PM10,2018-03-31,19,3,µg/mc
"Parco S. Chiara",PM10,2018-03-31,20,3,µg/mc
"Parco S. Chiara",PM10,2018-03-31,21,4,µg/mc
"Parco S. Chiara",PM10,2018-03-31,22,4,µg/mc
"Parco S. Chiara",PM10,2018-03-31,23,6,µg/mc
"Parco S. Chiara",PM10,2018-03-31,24,5,µg/mc
"Parco S. Chiara",PM10,2018-04-01,1,5,µg/mc
"Parco S. Chiara",PM10,2018-04-01,2,7,µg/mc
"Parco S. Chiara",PM10,2018-04-01,3,12,µg/mc
"Parco S. Chiara",PM10,2018-04-01,4,14,µg/mc
"Parco S. Chiara",PM10,2018-04-01,5,17,µg/mc
"Parco S. Chiara",PM10,2018-04-01,6,16,µg/mc
"Parco S. Chiara",PM10,2018-04-01,7,13,µg/mc
"Parco S. Chiara",PM10,2018-04-01,8,9,µg/mc
"Parco S. Chiara",PM10,2018-04-01,9,3,µg/mc
"Parco S. Chiara",PM10,2018-04-01,10,2,µg/mc
"Parco S. Chiara",PM10,2018-04-01,11,1,µg/mc
"Parco S. Chiara",PM10,2018-04-01,12,0,µg/mc
"Parco S. Chiara",PM10,2018-04-01,13,0,µg/mc
"Parco S. Chiara",PM10,2018-04-01,14,0,µg/mc
"Parco S. Chiara",PM10,2018-04-01,15,0,µg/mc
"Parco S. Chiara",PM10,2018-04-01,16,0,µg/mc
"Parco S. Chiara",PM10,2018-04-01,17,0,µg/mc
"Parco S. Chiara",PM10,2018-04-01,18,1,µg/mc
"Parco S. Chiara",PM10,2018-04-01,19,2,µg/mc
"Parco S. Chiara",PM10,2018-04-01,20,2,µg/mc
"Parco S. Chiara",PM10,2018-04-01,21,3,µg/mc
"Parco S. Chiara",PM10,2018-04-01,22,4,µg/mc
"Parco S. Chiara",PM10,2018-04-01,23,2,µg/mc
"Parco S. Chiara",PM10,2018-04-01,24,3,µg/mc
"Parco S. Chiara",PM10,2018-04-02,1,4,µg/mc
"Parco S. Chiara",PM10,2018-04-02,2,5,µg/mc
