Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Parco S. Chiara",PM10,2015-10-12,1,16,µg/mc
"Parco S. Chiara",PM10,2015-10-12,2,17,µg/mc
"Parco S. Chiara",PM10,2015-10-12,3,17,µg/mc
"Parco S. Chiara",PM10,2015-10-12,4,17,µg/mc
"Parco S. Chiara",PM10,2015-10-12,5,17,µg/mc
"Parco S. Chiara",PM10,2015-10-12,6,17,µg/mc
"Parco S. Chiara",PM10,2015-10-12,7,17,µg/mc
"Parco S. Chiara",PM10,2015-10-12,8,18,µg/mc
"Parco S. Chiara",PM10,2015-10-12,9,19,µg/mc
"Parco S. Chiara",PM10,2015-10-12,10,21,µg/mc
"Parco S. Chiara",PM10,2015-10-12,11,18,µg/mc
"Parco S. Chiara",PM10,2015-10-12,12,17,µg/mc
"Parco S. Chiara",PM10,2015-10-12,13,18,µg/mc
"Parco S. Chiara",PM10,2015-10-12,14,14,µg/mc
"Parco S. Chiara",PM10,2015-10-12,15,13,µg/mc
"Parco S. Chiara",PM10,2015-10-12,16,11,µg/mc
"Parco S. Chiara",PM10,2015-10-12,17,11,µg/mc
"Parco S. Chiara",PM10,2015-10-12,18,12,µg/mc
"Parco S. Chiara",PM10,2015-10-12,19,14,µg/mc
"Parco S. Chiara",PM10,2015-10-12,20,16,µg/mc
"Parco S. Chiara",PM10,2015-10-12,21,16,µg/mc
"Parco S. Chiara",PM10,2015-10-12,22,16,µg/mc
"Parco S. Chiara",PM10,2015-10-12,23,16,µg/mc
"Parco S. Chiara",PM10,2015-10-12,24,17,µg/mc
"Parco S. Chiara",PM10,2015-10-13,1,18,µg/mc
"Parco S. Chiara",PM10,2015-10-13,2,21,µg/mc
"Parco S. Chiara",PM10,2015-10-13,3,26,µg/mc
"Parco S. Chiara",PM10,2015-10-13,4,31,µg/mc
"Parco S. Chiara",PM10,2015-10-13,5,33,µg/mc
"Parco S. Chiara",PM10,2015-10-13,6,34,µg/mc
"Parco S. Chiara",PM10,2015-10-13,7,25,µg/mc
"Parco S. Chiara",PM10,2015-10-13,8,27,µg/mc
"Parco S. Chiara",PM10,2015-10-13,9,22,µg/mc
"Parco S. Chiara",PM10,2015-10-13,10,21,µg/mc
"Parco S. Chiara",PM10,2015-10-13,11,20,µg/mc
"Parco S. Chiara",PM10,2015-10-13,12,22,µg/mc
"Parco S. Chiara",PM10,2015-10-13,13,17,µg/mc
"Parco S. Chiara",PM10,2015-10-13,14,13,µg/mc
"Parco S. Chiara",PM10,2015-10-13,15,11,µg/mc
"Parco S. Chiara",PM10,2015-10-13,16,9,µg/mc
"Parco S. Chiara",PM10,2015-10-13,17,9,µg/mc
"Parco S. Chiara",PM10,2015-10-13,18,10,µg/mc
"Parco S. Chiara",PM10,2015-10-13,19,11,µg/mc
"Parco S. Chiara",PM10,2015-10-13,20,12,µg/mc
"Parco S. Chiara",PM10,2015-10-13,21,12,µg/mc
"Parco S. Chiara",PM10,2015-10-13,22,12,µg/mc
"Parco S. Chiara",PM10,2015-10-13,23,12,µg/mc
"Parco S. Chiara",PM10,2015-10-13,24,12,µg/mc
"Parco S. Chiara",PM10,2015-10-14,1,14,µg/mc
"Parco S. Chiara",PM10,2015-10-14,2,15,µg/mc
"Parco S. Chiara",PM10,2015-10-14,3,15,µg/mc
"Parco S. Chiara",PM10,2015-10-14,4,14,µg/mc
"Parco S. Chiara",PM10,2015-10-14,5,11,µg/mc
"Parco S. Chiara",PM10,2015-10-14,6,12,µg/mc
"Parco S. Chiara",PM10,2015-10-14,7,6,µg/mc
"Parco S. Chiara",PM10,2015-10-14,8,5,µg/mc
"Parco S. Chiara",PM10,2015-10-14,9,4,µg/mc
"Parco S. Chiara",PM10,2015-10-14,10,5,µg/mc
"Parco S. Chiara",PM10,2015-10-14,11,5,µg/mc
"Parco S. Chiara",PM10,2015-10-14,12,6,µg/mc
"Parco S. Chiara",PM10,2015-10-14,13,6,µg/mc
"Parco S. Chiara",PM10,2015-10-14,14,6,µg/mc
"Parco S. Chiara",PM10,2015-10-14,15,6,µg/mc
"Parco S. Chiara",PM10,2015-10-14,16,6,µg/mc
"Parco S. Chiara",PM10,2015-10-14,17,6,µg/mc
"Parco S. Chiara",PM10,2015-10-14,18,7,µg/mc
"Parco S. Chiara",PM10,2015-10-14,19,8,µg/mc
"Parco S. Chiara",PM10,2015-10-14,20,8,µg/mc
"Parco S. Chiara",PM10,2015-10-14,21,7,µg/mc
"Parco S. Chiara",PM10,2015-10-14,22,7,µg/mc
"Parco S. Chiara",PM10,2015-10-14,23,6,µg/mc
"Parco S. Chiara",PM10,2015-10-14,24,6,µg/mc
"Parco S. Chiara",PM10,2015-10-15,1,7,µg/mc
"Parco S. Chiara",PM10,2015-10-15,2,7,µg/mc
"Parco S. Chiara",PM10,2015-10-15,3,7,µg/mc
"Parco S. Chiara",PM10,2015-10-15,4,6,µg/mc
"Parco S. Chiara",PM10,2015-10-15,5,6,µg/mc
"Parco S. Chiara",PM10,2015-10-15,6,6,µg/mc
"Parco S. Chiara",PM10,2015-10-15,7,6,µg/mc
"Parco S. Chiara",PM10,2015-10-15,8,6,µg/mc
"Parco S. Chiara",PM10,2015-10-15,9,6,µg/mc
"Parco S. Chiara",PM10,2015-10-15,10,5,µg/mc
"Parco S. Chiara",PM10,2015-10-15,11,5,µg/mc
