Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Parco S. Chiara",PM10,2019-09-21,1,23,µg/mc
"Parco S. Chiara",PM10,2019-09-21,2,23,µg/mc
"Parco S. Chiara",PM10,2019-09-21,3,23,µg/mc
"Parco S. Chiara",PM10,2019-09-21,4,23,µg/mc
"Parco S. Chiara",PM10,2019-09-21,5,23,µg/mc
"Parco S. Chiara",PM10,2019-09-21,6,21,µg/mc
"Parco S. Chiara",PM10,2019-09-21,7,20,µg/mc
"Parco S. Chiara",PM10,2019-09-21,8,20,µg/mc
"Parco S. Chiara",PM10,2019-09-21,9,16,µg/mc
"Parco S. Chiara",PM10,2019-09-21,10,14,µg/mc
"Parco S. Chiara",PM10,2019-09-21,11,11,µg/mc
"Parco S. Chiara",PM10,2019-09-21,12,11,µg/mc
"Parco S. Chiara",PM10,2019-09-21,13,11,µg/mc
"Parco S. Chiara",PM10,2019-09-21,14,12,µg/mc
"Parco S. Chiara",PM10,2019-09-21,15,12,µg/mc
"Parco S. Chiara",PM10,2019-09-21,16,12,µg/mc
"Parco S. Chiara",PM10,2019-09-21,17,13,µg/mc
"Parco S. Chiara",PM10,2019-09-21,18,14,µg/mc
"Parco S. Chiara",PM10,2019-09-21,19,17,µg/mc
"Parco S. Chiara",PM10,2019-09-21,20,17,µg/mc
"Parco S. Chiara",PM10,2019-09-21,21,16,µg/mc
"Parco S. Chiara",PM10,2019-09-21,22,15,µg/mc
"Parco S. Chiara",PM10,2019-09-21,23,16,µg/mc
"Parco S. Chiara",PM10,2019-09-21,24,16,µg/mc
"Parco S. Chiara",PM10,2019-09-22,1,20,µg/mc
"Parco S. Chiara",PM10,2019-09-22,2,21,µg/mc
"Parco S. Chiara",PM10,2019-09-22,3,20,µg/mc
"Parco S. Chiara",PM10,2019-09-22,4,19,µg/mc
"Parco S. Chiara",PM10,2019-09-22,5,17,µg/mc
"Parco S. Chiara",PM10,2019-09-22,6,18,µg/mc
"Parco S. Chiara",PM10,2019-09-22,7,17,µg/mc
"Parco S. Chiara",PM10,2019-09-22,8,16,µg/mc
"Parco S. Chiara",PM10,2019-09-22,9,15,µg/mc
"Parco S. Chiara",PM10,2019-09-22,10,15,µg/mc
"Parco S. Chiara",PM10,2019-09-22,11,16,µg/mc
"Parco S. Chiara",PM10,2019-09-22,12,15,µg/mc
"Parco S. Chiara",PM10,2019-09-22,13,15,µg/mc
"Parco S. Chiara",PM10,2019-09-22,14,14,µg/mc
"Parco S. Chiara",PM10,2019-09-22,15,14,µg/mc
"Parco S. Chiara",PM10,2019-09-22,16,16,µg/mc
"Parco S. Chiara",PM10,2019-09-22,17,16,µg/mc
"Parco S. Chiara",PM10,2019-09-22,18,16,µg/mc
"Parco S. Chiara",PM10,2019-09-22,19,17,µg/mc
"Parco S. Chiara",PM10,2019-09-22,20,18,µg/mc
"Parco S. Chiara",PM10,2019-09-22,21,20,µg/mc
"Parco S. Chiara",PM10,2019-09-22,22,20,µg/mc
"Parco S. Chiara",PM10,2019-09-22,23,17,µg/mc
"Parco S. Chiara",PM10,2019-09-22,24,17,µg/mc
"Parco S. Chiara",PM10,2019-09-23,1,17,µg/mc
"Parco S. Chiara",PM10,2019-09-23,2,19,µg/mc
"Parco S. Chiara",PM10,2019-09-23,3,19,µg/mc
"Parco S. Chiara",PM10,2019-09-23,4,19,µg/mc
"Parco S. Chiara",PM10,2019-09-23,5,19,µg/mc
"Parco S. Chiara",PM10,2019-09-23,6,20,µg/mc
"Parco S. Chiara",PM10,2019-09-23,7,22,µg/mc
"Parco S. Chiara",PM10,2019-09-23,8,24,µg/mc
"Parco S. Chiara",PM10,2019-09-23,9,27,µg/mc
"Parco S. Chiara",PM10,2019-09-23,10,28,µg/mc
"Parco S. Chiara",PM10,2019-09-23,11,31,µg/mc
"Parco S. Chiara",PM10,2019-09-23,12,31,µg/mc
"Parco S. Chiara",PM10,2019-09-23,13,24,µg/mc
"Parco S. Chiara",PM10,2019-09-23,14,19,µg/mc
"Parco S. Chiara",PM10,2019-09-23,15,15,µg/mc
"Parco S. Chiara",PM10,2019-09-23,16,15,µg/mc
