Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Parco S. Chiara",PM10,2016-04-09,1,5,µg/mc
"Parco S. Chiara",PM10,2016-04-09,2,5,µg/mc
"Parco S. Chiara",PM10,2016-04-09,3,4,µg/mc
"Parco S. Chiara",PM10,2016-04-09,4,3,µg/mc
"Parco S. Chiara",PM10,2016-04-09,5,3,µg/mc
"Parco S. Chiara",PM10,2016-04-09,6,3,µg/mc
"Parco S. Chiara",PM10,2016-04-09,7,3,µg/mc
"Parco S. Chiara",PM10,2016-04-09,8,2,µg/mc
"Parco S. Chiara",PM10,2016-04-09,9,2,µg/mc
"Parco S. Chiara",PM10,2016-04-09,10,3,µg/mc
"Parco S. Chiara",PM10,2016-04-09,11,2,µg/mc
"Parco S. Chiara",PM10,2016-04-09,12,2,µg/mc
"Parco S. Chiara",PM10,2016-04-09,13,1,µg/mc
"Parco S. Chiara",PM10,2016-04-09,14,1,µg/mc
"Parco S. Chiara",PM10,2016-04-09,15,1,µg/mc
"Parco S. Chiara",PM10,2016-04-09,16,1,µg/mc
"Parco S. Chiara",PM10,2016-04-09,17,1,µg/mc
"Parco S. Chiara",PM10,2016-04-09,18,1,µg/mc
"Parco S. Chiara",PM10,2016-04-09,19,3,µg/mc
"Parco S. Chiara",PM10,2016-04-09,20,5,µg/mc
"Parco S. Chiara",PM10,2016-04-09,21,10,µg/mc
"Parco S. Chiara",PM10,2016-04-09,22,14,µg/mc
"Parco S. Chiara",PM10,2016-04-09,23,12,µg/mc
"Parco S. Chiara",PM10,2016-04-09,24,10,µg/mc
"Parco S. Chiara",PM10,2016-04-10,1,10,µg/mc
"Parco S. Chiara",PM10,2016-04-10,2,9,µg/mc
"Parco S. Chiara",PM10,2016-04-10,3,8,µg/mc
"Parco S. Chiara",PM10,2016-04-10,4,7,µg/mc
"Parco S. Chiara",PM10,2016-04-10,5,7,µg/mc
"Parco S. Chiara",PM10,2016-04-10,6,6,µg/mc
"Parco S. Chiara",PM10,2016-04-10,7,7,µg/mc
"Parco S. Chiara",PM10,2016-04-10,8,6,µg/mc
"Parco S. Chiara",PM10,2016-04-10,9,6,µg/mc
"Parco S. Chiara",PM10,2016-04-10,10,4,µg/mc
"Parco S. Chiara",PM10,2016-04-10,11,2,µg/mc
"Parco S. Chiara",PM10,2016-04-10,12,2,µg/mc
"Parco S. Chiara",PM10,2016-04-10,13,2,µg/mc
"Parco S. Chiara",PM10,2016-04-10,14,2,µg/mc
"Parco S. Chiara",PM10,2016-04-10,15,2,µg/mc
"Parco S. Chiara",PM10,2016-04-10,16,4,µg/mc
"Parco S. Chiara",PM10,2016-04-10,17,7,µg/mc
"Parco S. Chiara",PM10,2016-04-10,18,11,µg/mc
