Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Parco S. Chiara",PM10,2015-02-14,1,61,µg/mc
"Parco S. Chiara",PM10,2015-02-14,2,63,µg/mc
"Parco S. Chiara",PM10,2015-02-14,3,63,µg/mc
"Parco S. Chiara",PM10,2015-02-14,4,65,µg/mc
"Parco S. Chiara",PM10,2015-02-14,5,65,µg/mc
"Parco S. Chiara",PM10,2015-02-14,6,64,µg/mc
"Parco S. Chiara",PM10,2015-02-14,7,65,µg/mc
"Parco S. Chiara",PM10,2015-02-14,8,65,µg/mc
"Parco S. Chiara",PM10,2015-02-14,9,67,µg/mc
"Parco S. Chiara",PM10,2015-02-14,10,71,µg/mc
"Parco S. Chiara",PM10,2015-02-14,11,74,µg/mc
"Parco S. Chiara",PM10,2015-02-14,12,79,µg/mc
"Parco S. Chiara",PM10,2015-02-14,13,81,µg/mc
"Parco S. Chiara",PM10,2015-02-14,14,81,µg/mc
"Parco S. Chiara",PM10,2015-02-14,15,85,µg/mc
"Parco S. Chiara",PM10,2015-02-14,16,85,µg/mc
"Parco S. Chiara",PM10,2015-02-14,17,64,µg/mc
"Parco S. Chiara",PM10,2015-02-14,18,47,µg/mc
"Parco S. Chiara",PM10,2015-02-14,19,43,µg/mc
"Parco S. Chiara",PM10,2015-02-14,20,41,µg/mc
"Parco S. Chiara",PM10,2015-02-14,21,36,µg/mc
"Parco S. Chiara",PM10,2015-02-14,22,34,µg/mc
"Parco S. Chiara",PM10,2015-02-14,23,34,µg/mc
"Parco S. Chiara",PM10,2015-02-14,24,31,µg/mc
"Parco S. Chiara",PM10,2015-02-15,1,31,µg/mc
"Parco S. Chiara",PM10,2015-02-15,2,29,µg/mc
"Parco S. Chiara",PM10,2015-02-15,3,30,µg/mc
"Parco S. Chiara",PM10,2015-02-15,4,30,µg/mc
"Parco S. Chiara",PM10,2015-02-15,5,32,µg/mc
"Parco S. Chiara",PM10,2015-02-15,6,33,µg/mc
"Parco S. Chiara",PM10,2015-02-15,7,32,µg/mc
"Parco S. Chiara",PM10,2015-02-15,8,31,µg/mc
"Parco S. Chiara",PM10,2015-02-15,9,31,µg/mc
"Parco S. Chiara",PM10,2015-02-15,10,31,µg/mc
"Parco S. Chiara",PM10,2015-02-15,11,33,µg/mc
"Parco S. Chiara",PM10,2015-02-15,12,33,µg/mc
"Parco S. Chiara",PM10,2015-02-15,13,31,µg/mc
"Parco S. Chiara",PM10,2015-02-15,14,28,µg/mc
"Parco S. Chiara",PM10,2015-02-15,15,26,µg/mc
"Parco S. Chiara",PM10,2015-02-15,16,28,µg/mc
"Parco S. Chiara",PM10,2015-02-15,17,33,µg/mc
"Parco S. Chiara",PM10,2015-02-15,18,28,µg/mc
"Parco S. Chiara",PM10,2015-02-15,19,29,µg/mc
"Parco S. Chiara",PM10,2015-02-15,20,32,µg/mc
"Parco S. Chiara",PM10,2015-02-15,21,31,µg/mc
"Parco S. Chiara",PM10,2015-02-15,22,26,µg/mc
"Parco S. Chiara",PM10,2015-02-15,23,32,µg/mc
"Parco S. Chiara",PM10,2015-02-15,24,29,µg/mc
"Parco S. Chiara",PM10,2015-02-16,1,23,µg/mc
"Parco S. Chiara",PM10,2015-02-16,2,24,µg/mc
"Parco S. Chiara",PM10,2015-02-16,3,25,µg/mc
"Parco S. Chiara",PM10,2015-02-16,4,20,µg/mc
"Parco S. Chiara",PM10,2015-02-16,5,16,µg/mc
"Parco S. Chiara",PM10,2015-02-16,6,16,µg/mc
"Parco S. Chiara",PM10,2015-02-16,7,14,µg/mc
"Parco S. Chiara",PM10,2015-02-16,8,15,µg/mc
"Parco S. Chiara",PM10,2015-02-16,9,16,µg/mc
"Parco S. Chiara",PM10,2015-02-16,10,17,µg/mc
"Parco S. Chiara",PM10,2015-02-16,11,18,µg/mc
"Parco S. Chiara",PM10,2015-02-16,12,12,µg/mc
"Parco S. Chiara",PM10,2015-02-16,13,13,µg/mc
"Parco S. Chiara",PM10,2015-02-16,14,11,µg/mc
"Parco S. Chiara",PM10,2015-02-16,15,12,µg/mc
"Parco S. Chiara",PM10,2015-02-16,16,11,µg/mc
"Parco S. Chiara",PM10,2015-02-16,17,11,µg/mc
"Parco S. Chiara",PM10,2015-02-16,18,15,µg/mc
"Parco S. Chiara",PM10,2015-02-16,19,19,µg/mc
"Parco S. Chiara",PM10,2015-02-16,20,20,µg/mc
"Parco S. Chiara",PM10,2015-02-16,21,21,µg/mc
"Parco S. Chiara",PM10,2015-02-16,22,22,µg/mc
"Parco S. Chiara",PM10,2015-02-16,23,21,µg/mc
"Parco S. Chiara",PM10,2015-02-16,24,20,µg/mc
"Parco S. Chiara",PM10,2015-02-17,1,18,µg/mc
"Parco S. Chiara",PM10,2015-02-17,2,19,µg/mc
"Parco S. Chiara",PM10,2015-02-17,3,19,µg/mc
"Parco S. Chiara",PM10,2015-02-17,4,16,µg/mc
"Parco S. Chiara",PM10,2015-02-17,5,14,µg/mc
"Parco S. Chiara",PM10,2015-02-17,6,13,µg/mc
"Parco S. Chiara",PM10,2015-02-17,7,14,µg/mc
"Parco S. Chiara",PM10,2015-02-17,8,16,µg/mc
