Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Parco S. Chiara",PM10,2015-08-13,1,32,µg/mc
"Parco S. Chiara",PM10,2015-08-13,2,31,µg/mc
"Parco S. Chiara",PM10,2015-08-13,3,32,µg/mc
"Parco S. Chiara",PM10,2015-08-13,4,32,µg/mc
"Parco S. Chiara",PM10,2015-08-13,5,33,µg/mc
"Parco S. Chiara",PM10,2015-08-13,6,33,µg/mc
"Parco S. Chiara",PM10,2015-08-13,7,34,µg/mc
"Parco S. Chiara",PM10,2015-08-13,8,34,µg/mc
"Parco S. Chiara",PM10,2015-08-13,9,33,µg/mc
"Parco S. Chiara",PM10,2015-08-13,10,29,µg/mc
"Parco S. Chiara",PM10,2015-08-13,11,26,µg/mc
"Parco S. Chiara",PM10,2015-08-13,12,21,µg/mc
"Parco S. Chiara",PM10,2015-08-13,13,19,µg/mc
"Parco S. Chiara",PM10,2015-08-13,14,15,µg/mc
"Parco S. Chiara",PM10,2015-08-13,15,15,µg/mc
"Parco S. Chiara",PM10,2015-08-13,16,18,µg/mc
"Parco S. Chiara",PM10,2015-08-13,17,22,µg/mc
"Parco S. Chiara",PM10,2015-08-13,18,21,µg/mc
"Parco S. Chiara",PM10,2015-08-13,19,23,µg/mc
"Parco S. Chiara",PM10,2015-08-13,20,27,µg/mc
"Parco S. Chiara",PM10,2015-08-13,21,35,µg/mc
"Parco S. Chiara",PM10,2015-08-13,22,34,µg/mc
"Parco S. Chiara",PM10,2015-08-13,23,34,µg/mc
"Parco S. Chiara",PM10,2015-08-13,24,33,µg/mc
"Parco S. Chiara",PM10,2015-08-14,1,35,µg/mc
"Parco S. Chiara",PM10,2015-08-14,2,36,µg/mc
"Parco S. Chiara",PM10,2015-08-14,3,36,µg/mc
"Parco S. Chiara",PM10,2015-08-14,4,36,µg/mc
"Parco S. Chiara",PM10,2015-08-14,5,36,µg/mc
"Parco S. Chiara",PM10,2015-08-14,6,38,µg/mc
"Parco S. Chiara",PM10,2015-08-14,7,36,µg/mc
"Parco S. Chiara",PM10,2015-08-14,8,35,µg/mc
"Parco S. Chiara",PM10,2015-08-14,9,34,µg/mc
"Parco S. Chiara",PM10,2015-08-14,10,30,µg/mc
"Parco S. Chiara",PM10,2015-08-14,11,29,µg/mc
"Parco S. Chiara",PM10,2015-08-14,12,27,µg/mc
"Parco S. Chiara",PM10,2015-08-14,13,26,µg/mc
"Parco S. Chiara",PM10,2015-08-14,14,33,µg/mc
"Parco S. Chiara",PM10,2015-08-14,15,31,µg/mc
"Parco S. Chiara",PM10,2015-08-14,16,29,µg/mc
"Parco S. Chiara",PM10,2015-08-14,17,23,µg/mc
"Parco S. Chiara",PM10,2015-08-14,18,20,µg/mc
"Parco S. Chiara",PM10,2015-08-14,19,27,µg/mc
"Parco S. Chiara",PM10,2015-08-14,20,31,µg/mc
"Parco S. Chiara",PM10,2015-08-14,21,37,µg/mc
"Parco S. Chiara",PM10,2015-08-14,22,44,µg/mc
"Parco S. Chiara",PM10,2015-08-14,23,49,µg/mc
"Parco S. Chiara",PM10,2015-08-14,24,43,µg/mc
"Parco S. Chiara",PM10,2015-08-15,1,42,µg/mc
"Parco S. Chiara",PM10,2015-08-15,2,32,µg/mc
"Parco S. Chiara",PM10,2015-08-15,3,29,µg/mc
"Parco S. Chiara",PM10,2015-08-15,4,27,µg/mc
"Parco S. Chiara",PM10,2015-08-15,5,25,µg/mc
"Parco S. Chiara",PM10,2015-08-15,6,22,µg/mc
"Parco S. Chiara",PM10,2015-08-15,7,22,µg/mc
"Parco S. Chiara",PM10,2015-08-15,8,19,µg/mc
"Parco S. Chiara",PM10,2015-08-15,9,16,µg/mc
"Parco S. Chiara",PM10,2015-08-15,10,14,µg/mc
"Parco S. Chiara",PM10,2015-08-15,11,12,µg/mc
"Parco S. Chiara",PM10,2015-08-15,12,12,µg/mc
"Parco S. Chiara",PM10,2015-08-15,13,10,µg/mc
"Parco S. Chiara",PM10,2015-08-15,14,12,µg/mc
"Parco S. Chiara",PM10,2015-08-15,15,20,µg/mc
"Parco S. Chiara",PM10,2015-08-15,16,23,µg/mc
"Parco S. Chiara",PM10,2015-08-15,17,20,µg/mc
"Parco S. Chiara",PM10,2015-08-15,18,18,µg/mc
"Parco S. Chiara",PM10,2015-08-15,19,17,µg/mc
"Parco S. Chiara",PM10,2015-08-15,20,18,µg/mc
"Parco S. Chiara",PM10,2015-08-15,21,19,µg/mc
"Parco S. Chiara",PM10,2015-08-15,22,19,µg/mc
"Parco S. Chiara",PM10,2015-08-15,23,14,µg/mc
"Parco S. Chiara",PM10,2015-08-15,24,17,µg/mc
"Parco S. Chiara",PM10,2015-08-16,1,16,µg/mc
"Parco S. Chiara",PM10,2015-08-16,2,19,µg/mc
"Parco S. Chiara",PM10,2015-08-16,3,19,µg/mc
"Parco S. Chiara",PM10,2015-08-16,4,16,µg/mc
"Parco S. Chiara",PM10,2015-08-16,5,17,µg/mc
"Parco S. Chiara",PM10,2015-08-16,6,15,µg/mc
"Parco S. Chiara",PM10,2015-08-16,7,14,µg/mc
"Parco S. Chiara",PM10,2015-08-16,8,16,µg/mc
"Parco S. Chiara",PM10,2015-08-16,9,14,µg/mc
"Parco S. Chiara",PM10,2015-08-16,10,12,µg/mc
"Parco S. Chiara",PM10,2015-08-16,11,11,µg/mc
"Parco S. Chiara",PM10,2015-08-16,12,9,µg/mc
"Parco S. Chiara",PM10,2015-08-16,13,7,µg/mc
"Parco S. Chiara",PM10,2015-08-16,14,6,µg/mc
"Parco S. Chiara",PM10,2015-08-16,15,7,µg/mc
"Parco S. Chiara",PM10,2015-08-16,16,10,µg/mc
"Parco S. Chiara",PM10,2015-08-16,17,11,µg/mc
"Parco S. Chiara",PM10,2015-08-16,18,12,µg/mc
"Parco S. Chiara",PM10,2015-08-16,19,13,µg/mc
"Parco S. Chiara",PM10,2015-08-16,20,12,µg/mc
"Parco S. Chiara",PM10,2015-08-16,21,12,µg/mc
"Parco S. Chiara",PM10,2015-08-16,22,13,µg/mc
