Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Parco S. Chiara",PM10,2013-04-25,1,22,µg/mc
"Parco S. Chiara",PM10,2013-04-25,2,22,µg/mc
"Parco S. Chiara",PM10,2013-04-25,3,22,µg/mc
"Parco S. Chiara",PM10,2013-04-25,4,20,µg/mc
"Parco S. Chiara",PM10,2013-04-25,5,18,µg/mc
"Parco S. Chiara",PM10,2013-04-25,6,17,µg/mc
"Parco S. Chiara",PM10,2013-04-25,7,16,µg/mc
"Parco S. Chiara",PM10,2013-04-25,8,16,µg/mc
"Parco S. Chiara",PM10,2013-04-25,9,11,µg/mc
"Parco S. Chiara",PM10,2013-04-25,10,12,µg/mc
"Parco S. Chiara",PM10,2013-04-25,11,9,µg/mc
"Parco S. Chiara",PM10,2013-04-25,12,7,µg/mc
"Parco S. Chiara",PM10,2013-04-25,13,6,µg/mc
"Parco S. Chiara",PM10,2013-04-25,14,6,µg/mc
"Parco S. Chiara",PM10,2013-04-25,15,4,µg/mc
"Parco S. Chiara",PM10,2013-04-25,16,5,µg/mc
"Parco S. Chiara",PM10,2013-04-25,17,9,µg/mc
"Parco S. Chiara",PM10,2013-04-25,18,12,µg/mc
"Parco S. Chiara",PM10,2013-04-25,19,16,µg/mc
"Parco S. Chiara",PM10,2013-04-25,20,24,µg/mc
"Parco S. Chiara",PM10,2013-04-25,21,26,µg/mc
"Parco S. Chiara",PM10,2013-04-25,22,29,µg/mc
"Parco S. Chiara",PM10,2013-04-25,23,26,µg/mc
"Parco S. Chiara",PM10,2013-04-25,24,23,µg/mc
"Parco S. Chiara",PM10,2013-04-26,1,24,µg/mc
"Parco S. Chiara",PM10,2013-04-26,2,24,µg/mc
"Parco S. Chiara",PM10,2013-04-26,3,23,µg/mc
"Parco S. Chiara",PM10,2013-04-26,4,23,µg/mc
"Parco S. Chiara",PM10,2013-04-26,5,25,µg/mc
"Parco S. Chiara",PM10,2013-04-26,6,26,µg/mc
"Parco S. Chiara",PM10,2013-04-26,7,22,µg/mc
"Parco S. Chiara",PM10,2013-04-26,8,20,µg/mc
"Parco S. Chiara",PM10,2013-04-26,9,21,µg/mc
"Parco S. Chiara",PM10,2013-04-26,10,21,µg/mc
"Parco S. Chiara",PM10,2013-04-26,11,19,µg/mc
"Parco S. Chiara",PM10,2013-04-26,12,19,µg/mc
"Parco S. Chiara",PM10,2013-04-26,13,20,µg/mc
"Parco S. Chiara",PM10,2013-04-26,14,26,µg/mc
"Parco S. Chiara",PM10,2013-04-26,15,27,µg/mc
"Parco S. Chiara",PM10,2013-04-26,16,29,µg/mc
"Parco S. Chiara",PM10,2013-04-26,17,23,µg/mc
"Parco S. Chiara",PM10,2013-04-26,18,23,µg/mc
"Parco S. Chiara",PM10,2013-04-26,19,26,µg/mc
"Parco S. Chiara",PM10,2013-04-26,20,38,µg/mc
"Parco S. Chiara",PM10,2013-04-26,21,50,µg/mc
"Parco S. Chiara",PM10,2013-04-26,22,56,µg/mc
"Parco S. Chiara",PM10,2013-04-26,23,58,µg/mc
"Parco S. Chiara",PM10,2013-04-26,24,57,µg/mc
"Parco S. Chiara",PM10,2013-04-27,1,55,µg/mc
"Parco S. Chiara",PM10,2013-04-27,2,54,µg/mc
"Parco S. Chiara",PM10,2013-04-27,3,51,µg/mc
"Parco S. Chiara",PM10,2013-04-27,4,39,µg/mc
"Parco S. Chiara",PM10,2013-04-27,5,35,µg/mc
"Parco S. Chiara",PM10,2013-04-27,6,43,µg/mc
"Parco S. Chiara",PM10,2013-04-27,7,44,µg/mc
"Parco S. Chiara",PM10,2013-04-27,8,51,µg/mc
"Parco S. Chiara",PM10,2013-04-27,9,49,µg/mc
"Parco S. Chiara",PM10,2013-04-27,10,44,µg/mc
"Parco S. Chiara",PM10,2013-04-27,11,36,µg/mc
"Parco S. Chiara",PM10,2013-04-27,12,38,µg/mc
"Parco S. Chiara",PM10,2013-04-27,13,37,µg/mc
"Parco S. Chiara",PM10,2013-04-27,14,23,µg/mc
