Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Parco S. Chiara",PM10,2019-01-24,1,46,µg/mc
"Parco S. Chiara",PM10,2019-01-24,2,40,µg/mc
"Parco S. Chiara",PM10,2019-01-24,3,33,µg/mc
"Parco S. Chiara",PM10,2019-01-24,4,26,µg/mc
"Parco S. Chiara",PM10,2019-01-24,5,22,µg/mc
"Parco S. Chiara",PM10,2019-01-24,6,22,µg/mc
"Parco S. Chiara",PM10,2019-01-24,7,20,µg/mc
"Parco S. Chiara",PM10,2019-01-24,8,20,µg/mc
"Parco S. Chiara",PM10,2019-01-24,9,20,µg/mc
"Parco S. Chiara",PM10,2019-01-24,10,21,µg/mc
"Parco S. Chiara",PM10,2019-01-24,11,16,µg/mc
"Parco S. Chiara",PM10,2019-01-24,12,13,µg/mc
"Parco S. Chiara",PM10,2019-01-24,13,10,µg/mc
"Parco S. Chiara",PM10,2019-01-24,14,8,µg/mc
"Parco S. Chiara",PM10,2019-01-24,15,8,µg/mc
"Parco S. Chiara",PM10,2019-01-24,16,9,µg/mc
"Parco S. Chiara",PM10,2019-01-24,17,11,µg/mc
"Parco S. Chiara",PM10,2019-01-24,18,21,µg/mc
"Parco S. Chiara",PM10,2019-01-24,19,22,µg/mc
"Parco S. Chiara",PM10,2019-01-24,20,26,µg/mc
"Parco S. Chiara",PM10,2019-01-24,21,27,µg/mc
"Parco S. Chiara",PM10,2019-01-24,22,26,µg/mc
"Parco S. Chiara",PM10,2019-01-24,23,20,µg/mc
"Parco S. Chiara",PM10,2019-01-24,24,15,µg/mc
"Parco S. Chiara",PM10,2019-01-25,1,12,µg/mc
"Parco S. Chiara",PM10,2019-01-25,2,11,µg/mc
"Parco S. Chiara",PM10,2019-01-25,3,10,µg/mc
"Parco S. Chiara",PM10,2019-01-25,4,10,µg/mc
"Parco S. Chiara",PM10,2019-01-25,5,9,µg/mc
"Parco S. Chiara",PM10,2019-01-25,6,9,µg/mc
"Parco S. Chiara",PM10,2019-01-25,7,9,µg/mc
"Parco S. Chiara",PM10,2019-01-25,8,10,µg/mc
"Parco S. Chiara",PM10,2019-01-25,9,12,µg/mc
"Parco S. Chiara",PM10,2019-01-25,10,11,µg/mc
"Parco S. Chiara",PM10,2019-01-25,11,11,µg/mc
"Parco S. Chiara",PM10,2019-01-25,12,10,µg/mc
"Parco S. Chiara",PM10,2019-01-25,13,8,µg/mc
"Parco S. Chiara",PM10,2019-01-25,14,7,µg/mc
"Parco S. Chiara",PM10,2019-01-25,15,7,µg/mc
"Parco S. Chiara",PM10,2019-01-25,16,6,µg/mc
"Parco S. Chiara",PM10,2019-01-25,17,7,µg/mc
"Parco S. Chiara",PM10,2019-01-25,18,6,µg/mc
"Parco S. Chiara",PM10,2019-01-25,19,7,µg/mc
"Parco S. Chiara",PM10,2019-01-25,20,7,µg/mc
"Parco S. Chiara",PM10,2019-01-25,21,7,µg/mc
"Parco S. Chiara",PM10,2019-01-25,22,8,µg/mc
"Parco S. Chiara",PM10,2019-01-25,23,7,µg/mc
"Parco S. Chiara",PM10,2019-01-25,24,7,µg/mc
"Parco S. Chiara",PM10,2019-01-26,1,7,µg/mc
"Parco S. Chiara",PM10,2019-01-26,2,5,µg/mc
"Parco S. Chiara",PM10,2019-01-26,3,5,µg/mc
"Parco S. Chiara",PM10,2019-01-26,4,5,µg/mc
"Parco S. Chiara",PM10,2019-01-26,5,5,µg/mc
"Parco S. Chiara",PM10,2019-01-26,6,5,µg/mc
"Parco S. Chiara",PM10,2019-01-26,7,6,µg/mc
"Parco S. Chiara",PM10,2019-01-26,8,9,µg/mc
"Parco S. Chiara",PM10,2019-01-26,9,14,µg/mc
"Parco S. Chiara",PM10,2019-01-26,10,19,µg/mc
"Parco S. Chiara",PM10,2019-01-26,11,12,µg/mc
"Parco S. Chiara",PM10,2019-01-26,12,8,µg/mc
"Parco S. Chiara",PM10,2019-01-26,13,6,µg/mc
"Parco S. Chiara",PM10,2019-01-26,14,7,µg/mc
"Parco S. Chiara",PM10,2019-01-26,15,8,µg/mc
"Parco S. Chiara",PM10,2019-01-26,16,16,µg/mc
"Parco S. Chiara",PM10,2019-01-26,17,29,µg/mc
"Parco S. Chiara",PM10,2019-01-26,18,45,µg/mc
"Parco S. Chiara",PM10,2019-01-26,19,52,µg/mc
"Parco S. Chiara",PM10,2019-01-26,20,55,µg/mc
"Parco S. Chiara",PM10,2019-01-26,21,44,µg/mc
"Parco S. Chiara",PM10,2019-01-26,22,56,µg/mc
"Parco S. Chiara",PM10,2019-01-26,23,54,µg/mc
"Parco S. Chiara",PM10,2019-01-26,24,52,µg/mc
"Parco S. Chiara",PM10,2019-01-27,1,49,µg/mc
"Parco S. Chiara",PM10,2019-01-27,2,50,µg/mc
"Parco S. Chiara",PM10,2019-01-27,3,50,µg/mc
"Parco S. Chiara",PM10,2019-01-27,4,51,µg/mc
"Parco S. Chiara",PM10,2019-01-27,5,52,µg/mc
"Parco S. Chiara",PM10,2019-01-27,6,48,µg/mc
"Parco S. Chiara",PM10,2019-01-27,7,48,µg/mc
"Parco S. Chiara",PM10,2019-01-27,8,47,µg/mc
"Parco S. Chiara",PM10,2019-01-27,9,44,µg/mc
"Parco S. Chiara",PM10,2019-01-27,10,39,µg/mc
"Parco S. Chiara",PM10,2019-01-27,11,37,µg/mc
"Parco S. Chiara",PM10,2019-01-27,12,38,µg/mc
"Parco S. Chiara",PM10,2019-01-27,13,43,µg/mc
"Parco S. Chiara",PM10,2019-01-27,14,43,µg/mc
"Parco S. Chiara",PM10,2019-01-27,15,42,µg/mc
"Parco S. Chiara",PM10,2019-01-27,16,45,µg/mc
"Parco S. Chiara",PM10,2019-01-27,17,50,µg/mc
"Parco S. Chiara",PM10,2019-01-27,18,50,µg/mc
"Parco S. Chiara",PM10,2019-01-27,19,48,µg/mc
"Parco S. Chiara",PM10,2019-01-27,20,47,µg/mc
"Parco S. Chiara",PM10,2019-01-27,21,40,µg/mc
"Parco S. Chiara",PM10,2019-01-27,22,39,µg/mc
"Parco S. Chiara",PM10,2019-01-27,23,41,µg/mc
"Parco S. Chiara",PM10,2019-01-27,24,41,µg/mc
"Parco S. Chiara",PM10,2019-01-28,1,42,µg/mc
"Parco S. Chiara",PM10,2019-01-28,2,44,µg/mc
"Parco S. Chiara",PM10,2019-01-28,3,45,µg/mc
"Parco S. Chiara",PM10,2019-01-28,4,45,µg/mc
"Parco S. Chiara",PM10,2019-01-28,5,43,µg/mc
"Parco S. Chiara",PM10,2019-01-28,6,41,µg/mc
"Parco S. Chiara",PM10,2019-01-28,7,38,µg/mc
"Parco S. Chiara",PM10,2019-01-28,8,35,µg/mc
"Parco S. Chiara",PM10,2019-01-28,9,32,µg/mc
"Parco S. Chiara",PM10,2019-01-28,10,27,µg/mc
"Parco S. Chiara",PM10,2019-01-28,11,23,µg/mc
"Parco S. Chiara",PM10,2019-01-28,12,18,µg/mc
"Parco S. Chiara",PM10,2019-01-28,13,15,µg/mc
"Parco S. Chiara",PM10,2019-01-28,14,15,µg/mc
"Parco S. Chiara",PM10,2019-01-28,15,14,µg/mc
"Parco S. Chiara",PM10,2019-01-28,16,11,µg/mc
"Parco S. Chiara",PM10,2019-01-28,17,25,µg/mc
"Parco S. Chiara",PM10,2019-01-28,18,29,µg/mc
"Parco S. Chiara",PM10,2019-01-28,19,29,µg/mc
"Parco S. Chiara",PM10,2019-01-28,20,36,µg/mc
"Parco S. Chiara",PM10,2019-01-28,21,35,µg/mc
"Parco S. Chiara",PM10,2019-01-28,22,33,µg/mc
