Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Parco S. Chiara",PM10,2018-09-26,1,10,µg/mc
"Parco S. Chiara",PM10,2018-09-26,2,10,µg/mc
"Parco S. Chiara",PM10,2018-09-26,3,10,µg/mc
"Parco S. Chiara",PM10,2018-09-26,4,10,µg/mc
"Parco S. Chiara",PM10,2018-09-26,5,10,µg/mc
"Parco S. Chiara",PM10,2018-09-26,6,10,µg/mc
"Parco S. Chiara",PM10,2018-09-26,7,14,µg/mc
"Parco S. Chiara",PM10,2018-09-26,8,13,µg/mc
"Parco S. Chiara",PM10,2018-09-26,9,13,µg/mc
"Parco S. Chiara",PM10,2018-09-26,10,10,µg/mc
"Parco S. Chiara",PM10,2018-09-26,11,8,µg/mc
"Parco S. Chiara",PM10,2018-09-26,12,8,µg/mc
"Parco S. Chiara",PM10,2018-09-26,13,8,µg/mc
"Parco S. Chiara",PM10,2018-09-26,14,9,µg/mc
"Parco S. Chiara",PM10,2018-09-26,15,11,µg/mc
"Parco S. Chiara",PM10,2018-09-26,16,11,µg/mc
"Parco S. Chiara",PM10,2018-09-26,17,17,µg/mc
"Parco S. Chiara",PM10,2018-09-26,18,16,µg/mc
"Parco S. Chiara",PM10,2018-09-26,19,17,µg/mc
"Parco S. Chiara",PM10,2018-09-26,20,18,µg/mc
"Parco S. Chiara",PM10,2018-09-26,21,18,µg/mc
"Parco S. Chiara",PM10,2018-09-26,22,17,µg/mc
"Parco S. Chiara",PM10,2018-09-26,23,18,µg/mc
"Parco S. Chiara",PM10,2018-09-26,24,17,µg/mc
"Parco S. Chiara",PM10,2018-09-27,1,18,µg/mc
"Parco S. Chiara",PM10,2018-09-27,2,20,µg/mc
"Parco S. Chiara",PM10,2018-09-27,3,19,µg/mc
"Parco S. Chiara",PM10,2018-09-27,4,18,µg/mc
"Parco S. Chiara",PM10,2018-09-27,5,17,µg/mc
"Parco S. Chiara",PM10,2018-09-27,6,15,µg/mc
"Parco S. Chiara",PM10,2018-09-27,7,16,µg/mc
"Parco S. Chiara",PM10,2018-09-27,8,17,µg/mc
"Parco S. Chiara",PM10,2018-09-27,9,16,µg/mc
"Parco S. Chiara",PM10,2018-09-27,10,14,µg/mc
"Parco S. Chiara",PM10,2018-09-27,11,11,µg/mc
"Parco S. Chiara",PM10,2018-09-27,12,9,µg/mc
"Parco S. Chiara",PM10,2018-09-27,13,9,µg/mc
"Parco S. Chiara",PM10,2018-09-27,14,9,µg/mc
"Parco S. Chiara",PM10,2018-09-27,15,10,µg/mc
"Parco S. Chiara",PM10,2018-09-27,16,12,µg/mc
"Parco S. Chiara",PM10,2018-09-27,17,13,µg/mc
"Parco S. Chiara",PM10,2018-09-27,18,15,µg/mc
