Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Parco S. Chiara",PM10,2015-04-15,1,26,µg/mc
"Parco S. Chiara",PM10,2015-04-15,2,16,µg/mc
"Parco S. Chiara",PM10,2015-04-15,3,12,µg/mc
"Parco S. Chiara",PM10,2015-04-15,4,11,µg/mc
"Parco S. Chiara",PM10,2015-04-15,5,12,µg/mc
"Parco S. Chiara",PM10,2015-04-15,6,13,µg/mc
"Parco S. Chiara",PM10,2015-04-15,7,12,µg/mc
"Parco S. Chiara",PM10,2015-04-15,8,12,µg/mc
"Parco S. Chiara",PM10,2015-04-15,9,10,µg/mc
"Parco S. Chiara",PM10,2015-04-15,10,9,µg/mc
"Parco S. Chiara",PM10,2015-04-15,11,8,µg/mc
"Parco S. Chiara",PM10,2015-04-15,12,7,µg/mc
"Parco S. Chiara",PM10,2015-04-15,13,6,µg/mc
"Parco S. Chiara",PM10,2015-04-15,14,8,µg/mc
"Parco S. Chiara",PM10,2015-04-15,15,21,µg/mc
"Parco S. Chiara",PM10,2015-04-15,16,32,µg/mc
"Parco S. Chiara",PM10,2015-04-15,17,34,µg/mc
"Parco S. Chiara",PM10,2015-04-15,18,43,µg/mc
"Parco S. Chiara",PM10,2015-04-15,19,45,µg/mc
"Parco S. Chiara",PM10,2015-04-15,20,44,µg/mc
"Parco S. Chiara",PM10,2015-04-15,21,42,µg/mc
"Parco S. Chiara",PM10,2015-04-15,22,33,µg/mc
"Parco S. Chiara",PM10,2015-04-15,23,31,µg/mc
"Parco S. Chiara",PM10,2015-04-15,24,29,µg/mc
"Parco S. Chiara",PM10,2015-04-16,1,30,µg/mc
"Parco S. Chiara",PM10,2015-04-16,2,32,µg/mc
"Parco S. Chiara",PM10,2015-04-16,3,33,µg/mc
"Parco S. Chiara",PM10,2015-04-16,4,34,µg/mc
"Parco S. Chiara",PM10,2015-04-16,5,32,µg/mc
"Parco S. Chiara",PM10,2015-04-16,6,31,µg/mc
"Parco S. Chiara",PM10,2015-04-16,7,34,µg/mc
"Parco S. Chiara",PM10,2015-04-16,8,34,µg/mc
"Parco S. Chiara",PM10,2015-04-16,9,34,µg/mc
"Parco S. Chiara",PM10,2015-04-16,10,30,µg/mc
"Parco S. Chiara",PM10,2015-04-16,11,28,µg/mc
"Parco S. Chiara",PM10,2015-04-16,12,28,µg/mc
"Parco S. Chiara",PM10,2015-04-16,13,28,µg/mc
"Parco S. Chiara",PM10,2015-04-16,14,35,µg/mc
"Parco S. Chiara",PM10,2015-04-16,15,39,µg/mc
"Parco S. Chiara",PM10,2015-04-16,16,41,µg/mc
"Parco S. Chiara",PM10,2015-04-16,17,45,µg/mc
"Parco S. Chiara",PM10,2015-04-16,18,44,µg/mc
"Parco S. Chiara",PM10,2015-04-16,19,35,µg/mc
"Parco S. Chiara",PM10,2015-04-16,20,32,µg/mc
"Parco S. Chiara",PM10,2015-04-16,21,32,µg/mc
"Parco S. Chiara",PM10,2015-04-16,22,29,µg/mc
"Parco S. Chiara",PM10,2015-04-16,23,25,µg/mc
"Parco S. Chiara",PM10,2015-04-16,24,25,µg/mc
"Parco S. Chiara",PM10,2015-04-17,1,24,µg/mc
"Parco S. Chiara",PM10,2015-04-17,2,26,µg/mc
"Parco S. Chiara",PM10,2015-04-17,3,34,µg/mc
"Parco S. Chiara",PM10,2015-04-17,4,35,µg/mc
"Parco S. Chiara",PM10,2015-04-17,5,32,µg/mc
"Parco S. Chiara",PM10,2015-04-17,6,38,µg/mc
"Parco S. Chiara",PM10,2015-04-17,7,53,µg/mc
"Parco S. Chiara",PM10,2015-04-17,8,49,µg/mc
"Parco S. Chiara",PM10,2015-04-17,9,28,µg/mc
"Parco S. Chiara",PM10,2015-04-17,10,16,µg/mc
"Parco S. Chiara",PM10,2015-04-17,11,22,µg/mc
"Parco S. Chiara",PM10,2015-04-17,12,27,µg/mc
"Parco S. Chiara",PM10,2015-04-17,13,29,µg/mc
"Parco S. Chiara",PM10,2015-04-17,14,30,µg/mc
"Parco S. Chiara",PM10,2015-04-17,15,25,µg/mc
"Parco S. Chiara",PM10,2015-04-17,16,23,µg/mc
"Parco S. Chiara",PM10,2015-04-17,17,24,µg/mc
"Parco S. Chiara",PM10,2015-04-17,18,24,µg/mc
"Parco S. Chiara",PM10,2015-04-17,19,24,µg/mc
"Parco S. Chiara",PM10,2015-04-17,20,27,µg/mc
"Parco S. Chiara",PM10,2015-04-17,21,31,µg/mc
"Parco S. Chiara",PM10,2015-04-17,22,31,µg/mc
"Parco S. Chiara",PM10,2015-04-17,23,34,µg/mc
"Parco S. Chiara",PM10,2015-04-17,24,29,µg/mc
"Parco S. Chiara",PM10,2015-04-18,1,26,µg/mc
"Parco S. Chiara",PM10,2015-04-18,2,35,µg/mc
"Parco S. Chiara",PM10,2015-04-18,3,28,µg/mc
"Parco S. Chiara",PM10,2015-04-18,4,21,µg/mc
"Parco S. Chiara",PM10,2015-04-18,5,18,µg/mc
"Parco S. Chiara",PM10,2015-04-18,6,20,µg/mc
"Parco S. Chiara",PM10,2015-04-18,7,27,µg/mc
"Parco S. Chiara",PM10,2015-04-18,8,28,µg/mc
"Parco S. Chiara",PM10,2015-04-18,9,26,µg/mc
"Parco S. Chiara",PM10,2015-04-18,10,20,µg/mc
"Parco S. Chiara",PM10,2015-04-18,11,13,µg/mc
"Parco S. Chiara",PM10,2015-04-18,12,10,µg/mc
"Parco S. Chiara",PM10,2015-04-18,13,7,µg/mc
"Parco S. Chiara",PM10,2015-04-18,14,4,µg/mc
"Parco S. Chiara",PM10,2015-04-18,15,5,µg/mc
"Parco S. Chiara",PM10,2015-04-18,16,5,µg/mc
"Parco S. Chiara",PM10,2015-04-18,17,5,µg/mc
"Parco S. Chiara",PM10,2015-04-18,18,4,µg/mc
"Parco S. Chiara",PM10,2015-04-18,19,4,µg/mc
"Parco S. Chiara",PM10,2015-04-18,20,4,µg/mc
"Parco S. Chiara",PM10,2015-04-18,21,4,µg/mc
"Parco S. Chiara",PM10,2015-04-18,22,5,µg/mc
"Parco S. Chiara",PM10,2015-04-18,23,5,µg/mc
"Parco S. Chiara",PM10,2015-04-18,24,5,µg/mc
"Parco S. Chiara",PM10,2015-04-19,1,5,µg/mc
"Parco S. Chiara",PM10,2015-04-19,2,6,µg/mc
"Parco S. Chiara",PM10,2015-04-19,3,6,µg/mc
"Parco S. Chiara",PM10,2015-04-19,4,6,µg/mc
"Parco S. Chiara",PM10,2015-04-19,5,7,µg/mc
"Parco S. Chiara",PM10,2015-04-19,6,7,µg/mc
"Parco S. Chiara",PM10,2015-04-19,7,6,µg/mc
"Parco S. Chiara",PM10,2015-04-19,8,6,µg/mc
"Parco S. Chiara",PM10,2015-04-19,9,5,µg/mc
"Parco S. Chiara",PM10,2015-04-19,10,3,µg/mc
"Parco S. Chiara",PM10,2015-04-19,11,3,µg/mc
"Parco S. Chiara",PM10,2015-04-19,12,3,µg/mc
"Parco S. Chiara",PM10,2015-04-19,13,3,µg/mc
"Parco S. Chiara",PM10,2015-04-19,14,3,µg/mc
"Parco S. Chiara",PM10,2015-04-19,15,3,µg/mc
"Parco S. Chiara",PM10,2015-04-19,16,4,µg/mc
"Parco S. Chiara",PM10,2015-04-19,17,6,µg/mc
"Parco S. Chiara",PM10,2015-04-19,18,9,µg/mc
"Parco S. Chiara",PM10,2015-04-19,19,11,µg/mc
"Parco S. Chiara",PM10,2015-04-19,20,14,µg/mc
"Parco S. Chiara",PM10,2015-04-19,21,15,µg/mc
"Parco S. Chiara",PM10,2015-04-19,22,15,µg/mc
"Parco S. Chiara",PM10,2015-04-19,23,17,µg/mc
"Parco S. Chiara",PM10,2015-04-19,24,17,µg/mc
"Parco S. Chiara",PM10,2015-04-20,1,17,µg/mc
"Parco S. Chiara",PM10,2015-04-20,2,17,µg/mc
"Parco S. Chiara",PM10,2015-04-20,3,16,µg/mc
"Parco S. Chiara",PM10,2015-04-20,4,16,µg/mc
"Parco S. Chiara",PM10,2015-04-20,5,15,µg/mc
"Parco S. Chiara",PM10,2015-04-20,6,15,µg/mc
"Parco S. Chiara",PM10,2015-04-20,7,15,µg/mc
"Parco S. Chiara",PM10,2015-04-20,8,14,µg/mc
"Parco S. Chiara",PM10,2015-04-20,9,14,µg/mc
"Parco S. Chiara",PM10,2015-04-20,10,10,µg/mc
"Parco S. Chiara",PM10,2015-04-20,11,9,µg/mc
"Parco S. Chiara",PM10,2015-04-20,12,8,µg/mc
"Parco S. Chiara",PM10,2015-04-20,13,7,µg/mc
"Parco S. Chiara",PM10,2015-04-20,14,7,µg/mc
"Parco S. Chiara",PM10,2015-04-20,15,9,µg/mc
"Parco S. Chiara",PM10,2015-04-20,16,17,µg/mc
"Parco S. Chiara",PM10,2015-04-20,17,27,µg/mc
"Parco S. Chiara",PM10,2015-04-20,18,31,µg/mc
"Parco S. Chiara",PM10,2015-04-20,19,33,µg/mc
"Parco S. Chiara",PM10,2015-04-20,20,32,µg/mc
"Parco S. Chiara",PM10,2015-04-20,21,32,µg/mc
"Parco S. Chiara",PM10,2015-04-20,22,31,µg/mc
"Parco S. Chiara",PM10,2015-04-20,23,26,µg/mc
"Parco S. Chiara",PM10,2015-04-20,24,23,µg/mc
"Parco S. Chiara",PM10,2015-04-21,1,21,µg/mc
"Parco S. Chiara",PM10,2015-04-21,2,15,µg/mc
"Parco S. Chiara",PM10,2015-04-21,3,11,µg/mc
"Parco S. Chiara",PM10,2015-04-21,4,9,µg/mc
"Parco S. Chiara",PM10,2015-04-21,5,9,µg/mc
"Parco S. Chiara",PM10,2015-04-21,6,9,µg/mc
